Date and Time:                Thu Apr 7 14:09:23.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	302
290.25275	307
290.26236	304
290.27197	304
290.28159	303
290.2912	311
290.30084	305
290.31046	310
290.32007	306
290.32968	315
290.33929	306
290.34891	310
290.35852	305
290.36813	310
290.37775	309
290.38736	304
290.39697	311
290.40659	313
290.4162	310
290.42581	304
290.43542	314
290.44504	307
290.45465	305
290.46426	309
290.47388	307
290.48349	309
290.4931	301
290.50272	307
290.51233	309
290.52194	308
290.53156	303
290.54117	312
290.55078	305
290.56039	306
290.57001	307
290.57962	305
290.58923	313
290.59885	307
290.60846	304
290.61807	306
290.62769	306
290.6373	308
290.64691	311
290.65652	307
290.66611	308
290.67572	311
290.68533	309
290.69495	309
290.70456	309
290.71417	310
290.72379	310
290.7334	307
290.74301	308
290.75259	311
290.76221	312
290.77182	303
290.78143	308
290.79105	304
290.80066	309
290.81027	304
290.81985	302
290.82947	307
290.83908	306
290.84869	304
290.85831	306
290.86789	307
290.8775	305
290.88712	304
290.89673	313
290.90634	309
290.91592	311
290.92554	308
290.93515	310
290.94476	307
290.95435	310
290.96396	309
290.97357	304
290.98318	310
290.99277	310
291.00238	305
291.01199	311
291.02161	314
291.03119	310
291.0408	305
291.05042	315
291.06003	309
291.06961	307
291.07922	310
291.08884	306
291.09842	309
291.10803	314
291.11765	305
291.12723	306
291.13684	311
291.14645	308
291.15604	306
291.16565	313
291.17526	314
291.18484	307
291.19446	305
291.20407	308
291.21365	306
291.22327	311
291.23285	305
291.24246	311
291.25208	303
291.26166	310
291.27127	311
291.28085	312
291.29047	307
291.30008	304
291.30966	305
291.31927	311
291.32886	306
291.33847	309
291.34805	304
291.35767	310
291.36728	303
291.37686	305
291.38647	311
291.39606	307
291.40567	298
291.41525	315
291.42487	311
291.43445	301
291.44406	309
291.45364	311
291.46326	307
291.47284	312
291.48245	307
291.49203	306
291.50165	308
291.51123	312
