Date and Time:                Thu Apr 7 14:11:33.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	317
290.25275	311
290.26236	310
290.27197	312
290.28159	313
290.2912	302
290.30084	312
290.31046	306
290.32007	309
290.32968	304
290.33929	310
290.34891	312
290.35852	308
290.36813	311
290.37775	311
290.38736	308
290.39697	308
290.40659	306
290.4162	310
290.42581	306
290.43542	309
290.44504	309
290.45465	311
290.46426	311
290.47388	307
290.48349	306
290.4931	302
290.50272	307
290.51233	313
290.52194	309
290.53156	309
290.54117	309
290.55078	313
290.56039	308
290.57001	314
290.57962	305
290.58923	306
290.59885	307
290.60846	309
290.61807	312
290.62769	309
290.6373	308
290.64691	314
290.65652	302
290.66611	309
290.67572	314
290.68533	312
290.69495	304
290.70456	306
290.71417	309
290.72379	308
290.7334	302
290.74301	310
290.75259	308
290.76221	310
290.77182	309
290.78143	310
290.79105	308
290.80066	305
290.81027	311
290.81985	308
290.82947	307
290.83908	312
290.84869	309
290.85831	307
290.86789	311
290.8775	310
290.88712	302
290.89673	303
290.90634	310
290.91592	303
290.92554	305
290.93515	310
290.94476	308
290.95435	314
290.96396	305
290.97357	308
290.98318	314
290.99277	308
291.00238	303
291.01199	306
291.02161	307
291.03119	308
291.0408	310
291.05042	311
291.06003	307
291.06961	311
291.07922	304
291.08884	314
291.09842	310
291.10803	308
291.11765	313
291.12723	306
291.13684	313
291.14645	305
291.15604	299
291.16565	305
291.17526	307
291.18484	305
291.19446	308
291.20407	308
291.21365	310
291.22327	308
291.23285	305
291.24246	305
291.25208	310
291.26166	311
291.27127	304
291.28085	307
291.29047	310
291.30008	309
291.30966	312
291.31927	306
291.32886	304
291.33847	310
291.34805	311
291.35767	306
291.36728	314
291.37686	312
291.38647	308
291.39606	307
291.40567	309
291.41525	305
291.42487	310
291.43445	306
291.44406	313
291.45364	310
291.46326	308
291.47284	308
291.48245	304
291.49203	312
291.50165	304
291.51123	315
