Date and Time:                Thu Apr 7 14:06:47.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	313
290.25275	315
290.26236	307
290.27197	314
290.28159	307
290.2912	305
290.30084	308
290.31046	312
290.32007	307
290.32968	311
290.33929	305
290.34891	306
290.35852	303
290.36813	308
290.37775	311
290.38736	315
290.39697	310
290.40659	300
290.4162	307
290.42581	304
290.43542	310
290.44504	313
290.45465	312
290.46426	306
290.47388	311
290.48349	310
290.4931	306
290.50272	306
290.51233	309
290.52194	310
290.53156	310
290.54117	307
290.55078	308
290.56039	307
290.57001	309
290.57962	311
290.58923	305
290.59885	310
290.60846	309
290.61807	307
290.62769	314
290.6373	308
290.64691	304
290.65652	310
290.66611	304
290.67572	316
290.68533	309
290.69495	307
290.70456	312
290.71417	310
290.72379	313
290.7334	309
290.74301	309
290.75259	313
290.76221	304
290.77182	306
290.78143	305
290.79105	314
290.80066	303
290.81027	308
290.81985	314
290.82947	301
290.83908	307
290.84869	302
290.85831	304
290.86789	309
290.8775	308
290.88712	306
290.89673	306
290.90634	309
290.91592	308
290.92554	308
290.93515	310
290.94476	311
290.95435	303
290.96396	307
290.97357	307
290.98318	305
290.99277	310
291.00238	311
291.01199	306
291.02161	305
291.03119	311
291.0408	310
291.05042	307
291.06003	304
291.06961	312
291.07922	305
291.08884	302
291.09842	301
291.10803	309
291.11765	309
291.12723	311
291.13684	305
291.14645	307
291.15604	301
291.16565	302
291.17526	303
291.18484	311
291.19446	315
291.20407	309
291.21365	311
291.22327	315
291.23285	309
291.24246	311
291.25208	314
291.26166	308
291.27127	312
291.28085	311
291.29047	310
291.30008	307
291.30966	307
291.31927	308
291.32886	308
291.33847	311
291.34805	308
291.35767	311
291.36728	302
291.37686	309
291.38647	309
291.39606	309
291.40567	306
291.41525	304
291.42487	305
291.43445	307
291.44406	315
291.45364	298
291.46326	304
291.47284	313
291.48245	311
291.49203	309
291.50165	313
291.51123	306
