Date and Time:                Thu Apr 7 14:10:24.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	303
290.25275	308
290.26236	308
290.27197	305
290.28159	303
290.2912	304
290.30084	310
290.31046	305
290.32007	311
290.32968	309
290.33929	312
290.34891	304
290.35852	303
290.36813	309
290.37775	311
290.38736	308
290.39697	306
290.40659	306
290.4162	313
290.42581	306
290.43542	309
290.44504	309
290.45465	313
290.46426	312
290.47388	307
290.48349	310
290.4931	308
290.50272	311
290.51233	306
290.52194	304
290.53156	309
290.54117	308
290.55078	304
290.56039	305
290.57001	304
290.57962	305
290.58923	307
290.59885	310
290.60846	312
290.61807	313
290.62769	312
290.6373	311
290.64691	304
290.65652	308
290.66611	303
290.67572	313
290.68533	308
290.69495	308
290.70456	309
290.71417	308
290.72379	300
290.7334	310
290.74301	308
290.75259	306
290.76221	309
290.77182	310
290.78143	307
290.79105	302
290.80066	313
290.81027	310
290.81985	300
290.82947	310
290.83908	313
290.84869	300
290.85831	309
290.86789	309
290.8775	297
290.88712	312
290.89673	302
290.90634	313
290.91592	310
290.92554	311
290.93515	308
290.94476	303
290.95435	308
290.96396	304
290.97357	306
290.98318	309
290.99277	305
291.00238	308
291.01199	302
291.02161	304
291.03119	320
291.0408	312
291.05042	306
291.06003	307
291.06961	307
291.07922	307
291.08884	311
291.09842	316
291.10803	311
291.11765	304
291.12723	305
291.13684	305
291.14645	309
291.15604	311
291.16565	305
291.17526	307
291.18484	314
291.19446	310
291.20407	308
291.21365	310
291.22327	313
291.23285	313
291.24246	305
291.25208	302
291.26166	314
291.27127	310
291.28085	313
291.29047	307
291.30008	310
291.30966	308
291.31927	307
291.32886	308
291.33847	309
291.34805	307
291.35767	304
291.36728	302
291.37686	310
291.38647	312
291.39606	310
291.40567	315
291.41525	309
291.42487	308
291.43445	308
291.44406	310
291.45364	307
291.46326	311
291.47284	307
291.48245	311
291.49203	311
291.50165	310
291.51123	308
