Date and Time:                Thu Apr 7 14:18:04.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	302
290.25275	299
290.26236	300
290.27197	306
290.28159	309
290.2912	305
290.30084	301
290.31046	301
290.32007	307
290.32968	305
290.33929	314
290.34891	302
290.35852	299
290.36813	301
290.37775	301
290.38736	307
290.39697	305
290.40659	309
290.4162	310
290.42581	307
290.43542	305
290.44504	307
290.45465	317
290.46426	309
290.47388	299
290.48349	305
290.4931	302
290.50272	301
290.51233	302
290.52194	304
290.53156	302
290.54117	301
290.55078	307
290.56039	304
290.57001	304
290.57962	309
290.58923	308
290.59885	303
290.60846	307
290.61807	303
290.62769	304
290.6373	301
290.64691	305
290.65652	305
290.66611	307
290.67572	307
290.68533	302
290.69495	305
290.70456	304
290.71417	306
290.72379	303
290.7334	303
290.74301	304
290.75259	308
290.76221	296
290.77182	305
290.78143	303
290.79105	308
290.80066	311
290.81027	309
290.81985	296
290.82947	296
290.83908	308
290.84869	307
290.85831	304
290.86789	310
290.8775	299
290.88712	301
290.89673	304
290.90634	305
290.91592	305
290.92554	307
290.93515	300
290.94476	307
290.95435	301
290.96396	305
290.97357	302
290.98318	303
290.99277	301
291.00238	303
291.01199	302
291.02161	309
291.03119	302
291.0408	302
291.05042	305
291.06003	304
291.06961	304
291.07922	306
291.08884	302
291.09842	306
291.10803	305
291.11765	304
291.12723	300
291.13684	307
291.14645	305
291.15604	302
291.16565	305
291.17526	302
291.18484	306
291.19446	306
291.20407	304
291.21365	305
291.22327	306
291.23285	303
291.24246	301
291.25208	304
291.26166	306
291.27127	299
291.28085	308
291.29047	309
291.30008	301
291.30966	300
291.31927	305
291.32886	305
291.33847	305
291.34805	301
291.35767	303
291.36728	313
291.37686	299
291.38647	305
291.39606	306
291.40567	304
291.41525	301
291.42487	300
291.43445	308
291.44406	301
291.45364	306
291.46326	300
291.47284	301
291.48245	305
291.49203	307
291.50165	301
291.51123	300
