Date and Time:                Thu Apr 7 14:17:42.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	301
290.25275	307
290.26236	307
290.27197	305
290.28159	299
290.2912	304
290.30084	299
290.31046	303
290.32007	300
290.32968	301
290.33929	303
290.34891	302
290.35852	297
290.36813	304
290.37775	307
290.38736	307
290.39697	303
290.40659	307
290.4162	298
290.42581	298
290.43542	305
290.44504	306
290.45465	305
290.46426	298
290.47388	307
290.48349	307
290.4931	309
290.50272	306
290.51233	308
290.52194	303
290.53156	301
290.54117	302
290.55078	312
290.56039	303
290.57001	308
290.57962	305
290.58923	308
290.59885	304
290.60846	302
290.61807	297
290.62769	303
290.6373	314
290.64691	307
290.65652	309
290.66611	305
290.67572	302
290.68533	303
290.69495	311
290.70456	305
290.71417	306
290.72379	309
290.7334	307
290.74301	304
290.75259	301
290.76221	302
290.77182	310
290.78143	302
290.79105	301
290.80066	301
290.81027	306
290.81985	307
290.82947	311
290.83908	307
290.84869	305
290.85831	300
290.86789	305
290.8775	307
290.88712	302
290.89673	299
290.90634	305
290.91592	304
290.92554	305
290.93515	311
290.94476	300
290.95435	297
290.96396	301
290.97357	310
290.98318	298
290.99277	303
291.00238	303
291.01199	301
291.02161	304
291.03119	308
291.0408	307
291.05042	304
291.06003	306
291.06961	305
291.07922	311
291.08884	304
291.09842	307
291.10803	302
291.11765	303
291.12723	303
291.13684	304
291.14645	303
291.15604	306
291.16565	301
291.17526	308
291.18484	308
291.19446	310
291.20407	300
291.21365	311
291.22327	311
291.23285	301
291.24246	299
291.25208	304
291.26166	301
291.27127	308
291.28085	306
291.29047	302
291.30008	299
291.30966	303
291.31927	302
291.32886	302
291.33847	304
291.34805	306
291.35767	304
291.36728	308
291.37686	306
291.38647	307
291.39606	304
291.40567	300
291.41525	305
291.42487	308
291.43445	304
291.44406	302
291.45364	302
291.46326	301
291.47284	306
291.48245	307
291.49203	300
291.50165	304
291.51123	308
