Date and Time:                Thu Apr 7 14:10:17.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	306
290.25275	308
290.26236	313
290.27197	302
290.28159	304
290.2912	305
290.30084	308
290.31046	310
290.32007	309
290.32968	306
290.33929	308
290.34891	313
290.35852	307
290.36813	307
290.37775	307
290.38736	307
290.39697	312
290.40659	307
290.4162	304
290.42581	303
290.43542	309
290.44504	309
290.45465	309
290.46426	304
290.47388	303
290.48349	308
290.4931	308
290.50272	305
290.51233	312
290.52194	311
290.53156	302
290.54117	304
290.55078	307
290.56039	304
290.57001	304
290.57962	306
290.58923	310
290.59885	310
290.60846	306
290.61807	307
290.62769	310
290.6373	312
290.64691	303
290.65652	313
290.66611	308
290.67572	306
290.68533	309
290.69495	309
290.70456	309
290.71417	306
290.72379	312
290.7334	310
290.74301	308
290.75259	306
290.76221	308
290.77182	302
290.78143	305
290.79105	305
290.80066	311
290.81027	303
290.81985	313
290.82947	303
290.83908	309
290.84869	308
290.85831	309
290.86789	304
290.8775	302
290.88712	308
290.89673	305
290.90634	308
290.91592	305
290.92554	308
290.93515	306
290.94476	302
290.95435	307
290.96396	306
290.97357	306
290.98318	309
290.99277	303
291.00238	300
291.01199	312
291.02161	307
291.03119	309
291.0408	312
291.05042	311
291.06003	303
291.06961	308
291.07922	304
291.08884	306
291.09842	305
291.10803	307
291.11765	312
291.12723	311
291.13684	310
291.14645	305
291.15604	303
291.16565	306
291.17526	309
291.18484	301
291.19446	305
291.20407	307
291.21365	309
291.22327	304
291.23285	310
291.24246	300
291.25208	302
291.26166	311
291.27127	310
291.28085	304
291.29047	309
291.30008	307
291.30966	303
291.31927	303
291.32886	306
291.33847	310
291.34805	312
291.35767	309
291.36728	313
291.37686	306
291.38647	309
291.39606	304
291.40567	304
291.41525	311
291.42487	306
291.43445	307
291.44406	308
291.45364	304
291.46326	304
291.47284	307
291.48245	307
291.49203	301
291.50165	305
291.51123	312
