Date and Time:                Thu Apr 7 16:00:49.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	316
269.08499	310
269.09479	312
269.10455	309
269.11432	315
269.12411	311
269.13388	312
269.14365	313
269.15344	310
269.16321	309
269.17297	311
269.18277	309
269.19254	311
269.2023	315
269.2121	311
269.22186	311
269.23163	313
269.24142	312
269.25119	308
269.26096	315
269.27072	313
269.28052	307
269.29028	312
269.30005	305
269.30984	312
269.31961	304
269.32938	312
269.33914	307
269.34894	311
269.3587	309
269.36847	317
269.37823	312
269.388	306
269.3978	310
269.40756	314
269.41733	305
269.42709	312
269.43689	313
269.44666	313
269.45642	307
269.46619	311
269.47595	314
269.48575	304
269.49551	310
269.50528	312
269.51505	313
269.52481	312
269.53458	311
269.54437	313
269.55414	310
269.5639	310
269.57367	311
269.58344	307
269.5932	312
269.60297	305
269.61273	316
269.62253	311
269.63229	316
269.64206	314
269.65182	311
269.66159	309
269.67136	310
269.68112	306
269.69089	314
269.70065	304
269.71042	313
269.72021	310
269.72998	314
269.73975	311
269.74951	308
269.75928	311
269.76904	313
269.77881	307
269.78857	304
269.79834	312
269.80811	310
269.81787	305
269.82764	307
269.8374	306
269.84717	311
269.85693	307
269.8667	303
269.87646	309
269.88623	311
269.896	304
269.90576	311
269.91553	317
269.92529	312
269.93506	306
269.94482	310
269.95459	310
269.96436	303
269.97412	312
269.98389	309
269.99365	298
270.00342	311
270.01318	306
270.02292	307
270.03268	307
270.04245	311
270.05222	309
270.06198	309
270.07175	310
270.08151	309
270.09128	311
270.10104	307
270.11081	313
270.12054	317
270.13031	312
270.14008	316
270.14984	304
270.15961	309
270.16937	311
270.17914	314
270.18887	306
270.19864	307
270.2084	308
270.21817	313
270.22794	311
270.2377	313
270.24744	314
270.2572	313
270.26697	305
270.27673	310
270.2865	310
270.29626	308
270.306	311
270.31577	313
270.32553	312
270.3353	311
270.34503	308
270.3548	311
270.36456	309
270.37433	305
