Date and Time:                Thu Apr 7 16:10:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	298
269.08499	300
269.09479	304
269.10455	306
269.11432	298
269.12411	306
269.13388	307
269.14365	303
269.15344	305
269.16321	305
269.17297	308
269.18277	307
269.19254	305
269.2023	303
269.2121	304
269.22186	304
269.23163	300
269.24142	301
269.25119	304
269.26096	304
269.27072	302
269.28052	305
269.29028	302
269.30005	305
269.30984	303
269.31961	302
269.32938	302
269.33914	309
269.34894	304
269.3587	298
269.36847	303
269.37823	305
269.388	306
269.3978	299
269.40756	302
269.41733	301
269.42709	307
269.43689	303
269.44666	295
269.45642	301
269.46619	305
269.47595	303
269.48575	303
269.49551	307
269.50528	304
269.51505	304
269.52481	299
269.53458	306
269.54437	301
269.55414	302
269.5639	300
269.57367	302
269.58344	299
269.5932	302
269.60297	307
269.61273	297
269.62253	303
269.63229	302
269.64206	302
269.65182	300
269.66159	306
269.67136	306
269.68112	304
269.69089	303
269.70065	297
269.71042	300
269.72021	303
269.72998	299
269.73975	304
269.74951	301
269.75928	308
269.76904	308
269.77881	306
269.78857	307
269.79834	301
269.80811	308
269.81787	305
269.82764	305
269.8374	303
269.84717	307
269.85693	300
269.8667	299
269.87646	304
269.88623	307
269.896	297
269.90576	307
269.91553	308
269.92529	300
269.93506	303
269.94482	302
269.95459	297
269.96436	308
269.97412	301
269.98389	305
269.99365	301
270.00342	303
270.01318	301
270.02292	307
270.03268	303
270.04245	298
270.05222	303
270.06198	303
270.07175	302
270.08151	295
270.09128	300
270.10104	303
270.11081	303
270.12054	302
270.13031	301
270.14008	305
270.14984	301
270.15961	306
270.16937	303
270.17914	297
270.18887	302
270.19864	300
270.2084	302
270.21817	297
270.22794	305
270.2377	302
270.24744	304
270.2572	303
270.26697	298
270.27673	304
270.2865	304
270.29626	299
270.306	304
270.31577	297
270.32553	299
270.3353	301
270.34503	303
270.3548	305
270.36456	296
270.37433	302
