Date and Time:                Thu Apr 7 16:06:17.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	310
269.08499	316
269.09479	306
269.10455	306
269.11432	300
269.12411	305
269.13388	306
269.14365	309
269.15344	311
269.16321	312
269.17297	304
269.18277	308
269.19254	310
269.2023	312
269.2121	309
269.22186	318
269.23163	309
269.24142	309
269.25119	310
269.26096	313
269.27072	310
269.28052	302
269.29028	307
269.30005	310
269.30984	308
269.31961	311
269.32938	304
269.33914	307
269.34894	306
269.3587	306
269.36847	313
269.37823	302
269.388	304
269.3978	313
269.40756	313
269.41733	307
269.42709	309
269.43689	310
269.44666	309
269.45642	304
269.46619	305
269.47595	306
269.48575	309
269.49551	314
269.50528	311
269.51505	311
269.52481	309
269.53458	308
269.54437	308
269.55414	311
269.5639	309
269.57367	318
269.58344	308
269.5932	310
269.60297	312
269.61273	311
269.62253	311
269.63229	309
269.64206	308
269.65182	310
269.66159	316
269.67136	309
269.68112	306
269.69089	307
269.70065	312
269.71042	307
269.72021	307
269.72998	312
269.73975	308
269.74951	311
269.75928	315
269.76904	308
269.77881	305
269.78857	308
269.79834	305
269.80811	310
269.81787	311
269.82764	307
269.8374	313
269.84717	309
269.85693	311
269.8667	313
269.87646	311
269.88623	306
269.896	303
269.90576	307
269.91553	303
269.92529	304
269.93506	313
269.94482	310
269.95459	304
269.96436	303
269.97412	304
269.98389	310
269.99365	310
270.00342	310
270.01318	309
270.02292	310
270.03268	306
270.04245	307
270.05222	311
270.06198	305
270.07175	312
270.08151	301
270.09128	304
270.10104	303
270.11081	308
270.12054	309
270.13031	314
270.14008	306
270.14984	306
270.15961	300
270.16937	307
270.17914	314
270.18887	311
270.19864	310
270.2084	307
270.21817	312
270.22794	313
270.2377	313
270.24744	313
270.2572	304
270.26697	305
270.27673	310
270.2865	312
270.29626	310
270.306	311
270.31577	312
270.32553	310
270.3353	312
270.34503	316
270.3548	307
270.36456	312
270.37433	311
