Date and Time:                Thu Apr 7 16:09:44.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	306
269.08499	298
269.09479	301
269.10455	304
269.11432	303
269.12411	302
269.13388	304
269.14365	308
269.15344	301
269.16321	299
269.17297	304
269.18277	308
269.19254	300
269.2023	311
269.2121	299
269.22186	303
269.23163	302
269.24142	301
269.25119	302
269.26096	304
269.27072	303
269.28052	300
269.29028	301
269.30005	301
269.30984	306
269.31961	305
269.32938	302
269.33914	306
269.34894	298
269.3587	301
269.36847	308
269.37823	307
269.388	301
269.3978	302
269.40756	301
269.41733	305
269.42709	299
269.43689	300
269.44666	299
269.45642	302
269.46619	300
269.47595	301
269.48575	304
269.49551	305
269.50528	303
269.51505	305
269.52481	301
269.53458	303
269.54437	301
269.55414	299
269.5639	299
269.57367	309
269.58344	301
269.5932	295
269.60297	304
269.61273	310
269.62253	302
269.63229	301
269.64206	307
269.65182	307
269.66159	302
269.67136	304
269.68112	303
269.69089	306
269.70065	303
269.71042	300
269.72021	299
269.72998	304
269.73975	304
269.74951	302
269.75928	302
269.76904	301
269.77881	304
269.78857	309
269.79834	304
269.80811	303
269.81787	305
269.82764	303
269.8374	302
269.84717	300
269.85693	299
269.8667	299
269.87646	308
269.88623	300
269.896	301
269.90576	300
269.91553	303
269.92529	303
269.93506	307
269.94482	294
269.95459	305
269.96436	310
269.97412	300
269.98389	299
269.99365	309
270.00342	306
270.01318	306
270.02292	305
270.03268	299
270.04245	298
270.05222	304
270.06198	304
270.07175	303
270.08151	300
270.09128	299
270.10104	300
270.11081	300
270.12054	300
270.13031	302
270.14008	296
270.14984	308
270.15961	305
270.16937	311
270.17914	310
270.18887	307
270.19864	299
270.2084	308
270.21817	300
270.22794	300
270.2377	304
270.24744	306
270.2572	299
270.26697	304
270.27673	297
270.2865	303
270.29626	308
270.306	302
270.31577	303
270.32553	303
270.3353	301
270.34503	297
270.3548	305
270.36456	300
270.37433	299
