Date and Time:                Wed May 25 13:37:22.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	29950
290.25275	28692
290.26236	28860
290.27197	28956
290.28159	29092
290.2912	28907
290.30084	28463
290.31046	28616
290.32007	28949
290.32968	29052
290.33929	28942
290.34891	28789
290.35852	28758
290.36813	28814
290.37775	28746
290.38736	28419
290.39697	28560
290.40659	29085
290.4162	29346
290.42581	28968
290.43542	28702
290.44504	28492
290.45465	28613
290.46426	28436
290.47388	28124
290.48349	28012
290.4931	28227
290.50272	28199
290.51233	27921
290.52194	27964
290.53156	28149
290.54117	28215
290.55078	28209
290.56039	28441
290.57001	28365
290.57962	28026
290.58923	27944
290.59885	27869
290.60846	28004
290.61807	27830
290.62769	27837
290.6373	28094
290.64691	28575
290.65652	28520
290.66611	28391
290.67572	28235
290.68533	28080
290.69495	28163
290.70456	28285
290.71417	28440
290.72379	28794
290.7334	28898
290.74301	28997
290.75259	28867
290.76221	28855
290.77182	28720
290.78143	28759
290.79105	28776
290.80066	28962
290.81027	29043
290.81985	28851
290.82947	28822
290.83908	28781
290.84869	28865
290.85831	28792
290.86789	28804
290.8775	28779
290.88712	28711
290.89673	28591
290.90634	28690
290.91592	28784
290.92554	28859
290.93515	29006
290.94476	28996
290.95435	29295
290.96396	29312
290.97357	29216
290.98318	29270
290.99277	29183
291.00238	29098
291.01199	29135
291.02161	29195
291.03119	29181
291.0408	29197
291.05042	29224
291.06003	29362
291.06961	29589
291.07922	29702
291.08884	29605
291.09842	29638
291.10803	29737
291.11765	29698
291.12723	29818
291.13684	30116
291.14645	30576
291.15604	30469
291.16565	30546
291.17526	30490
291.18484	30437
291.19446	30294
291.20407	30150
291.21365	30148
291.22327	30196
291.23285	30172
291.24246	29975
291.25208	29797
291.26166	29656
291.27127	29541
291.28085	29597
291.29047	29770
291.30008	30117
291.30966	30181
291.31927	30056
291.32886	29864
291.33847	29731
291.34805	29871
291.35767	29973
