Date and Time:                Wed May 25 13:35:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	46337
290.25275	45247
290.26236	46228
290.27197	46419
290.28159	45925
290.2912	45963
290.30084	45313
290.31046	45212
290.32007	45069
290.32968	45056
290.33929	44850
290.34891	44460
290.35852	43964
290.36813	44064
290.37775	43504
290.38736	43270
290.39697	43080
290.40659	43235
290.4162	43264
290.42581	42888
290.43542	42565
290.44504	42076
290.45465	41522
290.46426	41470
290.47388	40797
290.48349	40457
290.4931	40462
290.50272	40078
290.51233	39815
290.52194	39661
290.53156	39578
290.54117	39461
290.55078	39355
290.56039	39304
290.57001	38900
290.57962	38570
290.58923	38086
290.59885	37856
290.60846	37710
290.61807	37640
290.62769	37239
290.6373	37345
290.64691	37437
290.65652	37477
290.66611	37092
290.67572	36753
290.68533	36248
290.69495	36146
290.70456	35953
290.71417	35944
290.72379	36038
290.7334	36035
290.74301	35714
290.75259	35600
290.76221	35222
290.77182	34738
290.78143	34569
290.79105	34196
290.80066	34145
290.81027	34040
290.81985	33575
290.82947	33101
290.83908	32815
290.84869	32698
290.85831	32189
290.86789	31916
290.8775	31593
290.88712	31102
290.89673	30719
290.90634	30416
290.91592	30184
290.92554	29846
290.93515	29602
290.94476	29361
290.95435	29163
290.96396	28766
290.97357	28444
290.98318	28079
290.99277	27529
291.00238	27129
291.01199	26800
291.02161	26379
291.03119	26047
291.0408	25606
291.05042	25162
291.06003	24929
291.06961	24673
291.07922	24352
291.08884	23941
291.09842	23508
291.10803	23118
291.11765	22736
291.12723	22419
291.13684	22215
291.14645	21978
291.15604	21591
291.16565	21175
291.17526	20754
291.18484	20336
291.19446	19826
291.20407	19421
291.21365	19081
291.22327	18693
291.23285	18303
291.24246	17820
291.25208	17419
291.26166	16963
291.27127	16661
291.28085	16317
291.29047	16023
291.30008	15833
291.30966	15538
291.31927	15227
291.32886	14779
291.33847	14503
291.34805	14223
291.35767	13969
