Date and Time:                Wed May 25 13:39:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	301
290.25275	297
290.26236	302
290.27197	298
290.28159	304
290.2912	298
290.30084	305
290.31046	302
290.32007	298
290.32968	298
290.33929	295
290.34891	303
290.35852	306
290.36813	302
290.37775	298
290.38736	301
290.39697	299
290.40659	294
290.4162	301
290.42581	301
290.43542	301
290.44504	305
290.45465	311
290.46426	299
290.47388	301
290.48349	297
290.4931	301
290.50272	298
290.51233	309
290.52194	301
290.53156	297
290.54117	306
290.55078	304
290.56039	295
290.57001	303
290.57962	304
290.58923	303
290.59885	297
290.60846	303
290.61807	301
290.62769	303
290.6373	299
290.64691	305
290.65652	299
290.66611	302
290.67572	296
290.68533	306
290.69495	302
290.70456	298
290.71417	299
290.72379	303
290.7334	304
290.74301	305
290.75259	300
290.76221	299
290.77182	308
290.78143	297
290.79105	309
290.80066	299
290.81027	301
290.81985	305
290.82947	304
290.83908	304
290.84869	297
290.85831	308
290.86789	303
290.8775	303
290.88712	302
290.89673	300
290.90634	302
290.91592	299
290.92554	308
290.93515	304
290.94476	307
290.95435	299
290.96396	303
290.97357	307
290.98318	306
290.99277	299
291.00238	307
291.01199	300
291.02161	302
291.03119	303
291.0408	302
291.05042	302
291.06003	295
291.06961	303
291.07922	304
291.08884	297
291.09842	298
291.10803	307
291.11765	302
291.12723	300
291.13684	301
291.14645	300
291.15604	297
291.16565	300
291.17526	305
291.18484	298
291.19446	296
291.20407	294
291.21365	299
291.22327	304
291.23285	295
291.24246	300
291.25208	303
291.26166	301
291.27127	299
291.28085	306
291.29047	296
291.30008	302
291.30966	307
291.31927	301
291.32886	303
291.33847	304
291.34805	300
291.35767	304
291.36728	300
291.37686	301
291.38647	303
291.39606	303
291.40567	302
291.41525	300
291.42487	307
291.43445	299
291.44406	302
291.45364	306
291.46326	301
291.47284	300
291.48245	300
291.49203	304
291.50165	308
291.51123	298
291.52084	297
