Date and Time:                Wed May 25 13:40:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	435
290.25275	427
290.26236	412
290.27197	423
290.28159	425
290.2912	419
290.30084	417
290.31046	418
290.32007	419
290.32968	420
290.33929	413
290.34891	432
290.35852	422
290.36813	420
290.37775	411
290.38736	424
290.39697	411
290.40659	415
290.4162	430
290.42581	424
290.43542	410
290.44504	420
290.45465	419
290.46426	411
290.47388	414
290.48349	424
290.4931	417
290.50272	415
290.51233	415
290.52194	415
290.53156	403
290.54117	412
290.55078	415
290.56039	418
290.57001	423
290.57962	423
290.58923	423
290.59885	416
290.60846	412
290.61807	421
290.62769	410
290.6373	419
290.64691	407
290.65652	411
290.66611	419
290.67572	416
290.68533	414
290.69495	404
290.70456	424
290.71417	420
290.72379	405
290.7334	409
290.74301	413
290.75259	416
290.76221	407
290.77182	423
290.78143	420
290.79105	431
290.80066	410
290.81027	399
290.81985	422
290.82947	405
290.83908	433
290.84869	405
290.85831	402
290.86789	413
290.8775	416
290.88712	416
290.89673	416
290.90634	414
290.91592	417
290.92554	413
290.93515	427
290.94476	406
290.95435	420
290.96396	420
290.97357	420
290.98318	405
290.99277	416
291.00238	412
291.01199	403
291.02161	416
291.03119	402
291.0408	406
291.05042	399
291.06003	413
291.06961	412
291.07922	401
291.08884	402
291.09842	405
291.10803	403
291.11765	404
291.12723	408
291.13684	408
291.14645	402
291.15604	406
291.16565	412
291.17526	397
291.18484	407
291.19446	398
291.20407	408
291.21365	395
291.22327	402
291.23285	402
291.24246	396
291.25208	397
291.26166	395
291.27127	413
291.28085	414
291.29047	414
291.30008	404
291.30966	407
291.31927	408
291.32886	393
291.33847	398
291.34805	402
291.35767	401
291.36728	404
291.37686	403
291.38647	403
291.39606	395
291.40567	395
291.41525	391
291.42487	404
291.43445	398
291.44406	410
291.45364	401
291.46326	395
291.47284	388
291.48245	405
291.49203	396
291.50165	399
291.51123	396
291.52084	400
