Date and Time:                Wed May 25 13:38:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	301
290.25275	302
290.26236	306
290.27197	300
290.28159	299
290.2912	301
290.30084	300
290.31046	301
290.32007	303
290.32968	302
290.33929	299
290.34891	300
290.35852	303
290.36813	298
290.37775	305
290.38736	306
290.39697	300
290.40659	299
290.4162	308
290.42581	301
290.43542	302
290.44504	298
290.45465	304
290.46426	304
290.47388	302
290.48349	304
290.4931	296
290.50272	302
290.51233	295
290.52194	303
290.53156	299
290.54117	302
290.55078	302
290.56039	296
290.57001	304
290.57962	302
290.58923	301
290.59885	300
290.60846	308
290.61807	301
290.62769	307
290.6373	301
290.64691	299
290.65652	298
290.66611	306
290.67572	302
290.68533	303
290.69495	299
290.70456	301
290.71417	300
290.72379	298
290.7334	300
290.74301	299
290.75259	301
290.76221	302
290.77182	301
290.78143	296
290.79105	300
290.80066	302
290.81027	301
290.81985	302
290.82947	303
290.83908	299
290.84869	305
290.85831	304
290.86789	303
290.8775	302
290.88712	304
290.89673	300
290.90634	298
290.91592	303
290.92554	309
290.93515	294
290.94476	296
290.95435	309
290.96396	306
290.97357	295
290.98318	305
290.99277	302
291.00238	308
291.01199	303
291.02161	300
291.03119	301
291.0408	302
291.05042	296
291.06003	293
291.06961	300
291.07922	301
291.08884	304
291.09842	303
291.10803	297
291.11765	300
291.12723	297
291.13684	303
291.14645	301
291.15604	299
291.16565	303
291.17526	296
291.18484	303
291.19446	302
291.20407	300
291.21365	298
291.22327	298
291.23285	301
291.24246	297
291.25208	302
291.26166	305
291.27127	306
291.28085	302
291.29047	304
291.30008	301
291.30966	300
291.31927	309
291.32886	300
291.33847	301
291.34805	305
291.35767	304
291.36728	298
291.37686	305
291.38647	303
291.39606	301
291.40567	304
291.41525	298
291.42487	308
291.43445	300
291.44406	298
291.45364	295
291.46326	297
291.47284	298
291.48245	298
291.49203	298
291.50165	305
291.51123	304
291.52084	303
