Date and Time:                Wed May 25 13:34:24.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	46254
290.25275	45140
290.26236	46108
290.27197	46303
290.28159	45817
290.2912	45881
290.30084	45276
290.31046	45170
290.32007	44993
290.32968	44979
290.33929	44757
290.34891	44338
290.35852	43861
290.36813	43979
290.37775	43448
290.38736	43180
290.39697	42988
290.40659	43198
290.4162	43203
290.42581	42763
290.43542	42447
290.44504	41997
290.45465	41464
290.46426	41416
290.47388	40737
290.48349	40370
290.4931	40380
290.50272	40022
290.51233	39823
290.52194	39536
290.53156	39437
290.54117	39407
290.55078	39325
290.56039	39241
290.57001	38763
290.57962	38544
290.58923	38094
290.59885	37847
290.60846	37713
290.61807	37639
290.62769	37072
290.6373	37235
290.64691	37402
290.65652	37464
290.66611	37038
290.67572	36694
290.68533	36184
290.69495	36057
290.70456	35878
290.71417	35991
290.72379	36019
290.7334	35936
290.74301	35712
290.75259	35512
290.76221	35194
290.77182	34705
290.78143	34500
290.79105	34191
290.80066	34151
290.81027	33981
290.81985	33402
290.82947	33094
290.83908	32796
290.84869	32609
290.85831	32236
290.86789	31951
290.8775	31503
290.88712	31067
290.89673	30704
290.90634	30318
290.91592	30276
290.92554	29883
290.93515	29540
290.94476	29385
290.95435	29151
290.96396	28715
290.97357	28269
290.98318	27968
290.99277	27567
291.00238	27115
291.01199	26683
291.02161	26434
291.03119	25979
291.0408	25541
291.05042	25104
291.06003	24915
291.06961	24629
291.07922	24375
291.08884	23843
291.09842	23503
291.10803	23118
291.11765	22710
291.12723	22393
291.13684	22104
291.14645	21958
291.15604	21542
291.16565	21138
291.17526	20746
291.18484	20260
291.19446	19865
291.20407	19422
291.21365	19102
291.22327	18688
291.23285	18299
291.24246	17773
291.25208	17371
291.26166	16947
291.27127	16582
291.28085	16326
291.29047	16042
291.30008	15868
291.30966	15505
291.31927	15202
291.32886	14738
291.33847	14486
291.34805	14197
291.35767	13950
