Date and Time:                Wed May 25 13:41:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	434
290.25275	426
290.26236	425
290.27197	427
290.28159	429
290.2912	421
290.30084	417
290.31046	428
290.32007	414
290.32968	427
290.33929	426
290.34891	427
290.35852	417
290.36813	416
290.37775	418
290.38736	423
290.39697	420
290.40659	411
290.4162	427
290.42581	424
290.43542	417
290.44504	415
290.45465	423
290.46426	418
290.47388	417
290.48349	418
290.4931	422
290.50272	421
290.51233	407
290.52194	409
290.53156	402
290.54117	415
290.55078	419
290.56039	418
290.57001	410
290.57962	413
290.58923	416
290.59885	428
290.60846	418
290.61807	426
290.62769	413
290.6373	420
290.64691	408
290.65652	416
290.66611	413
290.67572	416
290.68533	412
290.69495	413
290.70456	425
290.71417	411
290.72379	403
290.7334	415
290.74301	412
290.75259	422
290.76221	408
290.77182	409
290.78143	416
290.79105	427
290.80066	415
290.81027	409
290.81985	423
290.82947	407
290.83908	428
290.84869	410
290.85831	401
290.86789	402
290.8775	415
290.88712	408
290.89673	423
290.90634	415
290.91592	414
290.92554	408
290.93515	422
290.94476	414
290.95435	415
290.96396	419
290.97357	413
290.98318	402
290.99277	409
291.00238	407
291.01199	403
291.02161	418
291.03119	401
291.0408	405
291.05042	404
291.06003	404
291.06961	411
291.07922	410
291.08884	412
291.09842	417
291.10803	404
291.11765	406
291.12723	404
291.13684	408
291.14645	400
291.15604	399
291.16565	420
291.17526	406
291.18484	396
291.19446	400
291.20407	398
291.21365	395
291.22327	408
291.23285	398
291.24246	396
291.25208	396
291.26166	399
291.27127	399
291.28085	412
291.29047	425
291.30008	398
291.30966	395
291.31927	402
291.32886	398
291.33847	411
291.34805	402
291.35767	404
291.36728	410
291.37686	403
291.38647	394
291.39606	395
291.40567	402
291.41525	399
291.42487	401
291.43445	398
291.44406	409
291.45364	399
291.46326	397
291.47284	391
291.48245	407
291.49203	397
291.50165	408
291.51123	399
291.52084	395
