Date and Time:                Wed May 25 13:34:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



290.24313	29262
290.25275	27963
290.26236	28231
290.27197	28294
290.28159	28363
290.2912	28232
290.30084	27854
290.31046	27923
290.32007	28325
290.32968	28401
290.33929	28188
290.34891	28027
290.35852	28049
290.36813	28210
290.37775	27986
290.38736	27697
290.39697	27956
290.40659	28345
290.4162	28529
290.42581	28288
290.43542	28019
290.44504	27852
290.45465	27814
290.46426	27764
290.47388	27434
290.48349	27378
290.4931	27442
290.50272	27530
290.51233	27345
290.52194	27271
290.53156	27465
290.54117	27496
290.55078	27554
290.56039	27671
290.57001	27623
290.57962	27295
290.58923	27175
290.59885	27227
290.60846	27350
290.61807	27272
290.62769	27123
290.6373	27433
290.64691	27800
290.65652	27883
290.66611	27718
290.67572	27560
290.68533	27420
290.69495	27528
290.70456	27544
290.71417	27782
290.72379	28088
290.7334	28338
290.74301	28241
290.75259	28203
290.76221	28161
290.77182	28028
290.78143	28024
290.79105	28150
290.80066	28337
290.81027	28271
290.81985	28153
290.82947	28095
290.83908	28105
290.84869	28147
290.85831	28046
290.86789	28083
290.8775	28104
290.88712	28012
290.89673	28006
290.90634	27907
290.91592	28153
290.92554	28170
290.93515	28331
290.94476	28360
290.95435	28581
290.96396	28481
290.97357	28580
290.98318	28575
290.99277	28450
291.00238	28409
291.01199	28365
291.02161	28523
291.03119	28536
291.0408	28475
291.05042	28434
291.06003	28636
291.06961	28809
291.07922	28940
291.08884	28823
291.09842	28951
291.10803	29015
291.11765	29078
291.12723	29166
291.13684	29406
291.14645	29728
291.15604	29696
291.16565	29768
291.17526	29677
291.18484	29715
291.19446	29609
291.20407	29457
291.21365	29562
291.22327	29530
291.23285	29451
291.24246	29238
291.25208	29066
291.26166	28989
291.27127	28860
291.28085	28877
291.29047	29035
291.30008	29382
291.30966	29474
291.31927	29357
291.32886	29133
291.33847	29058
291.34805	29109
291.35767	29327
