Date and Time:                Sat Nov 11 15:20:00.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.02
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	302
278.47992	298
278.50107	303
278.52225	303
278.5434	304
278.56454	299
278.58572	306
278.60687	301
278.62802	300
278.6492	300
278.67035	296
278.6915	302
278.71268	304
278.73383	302
278.75497	299
278.77615	300
278.7973	309
278.81845	303
278.83963	299
278.86078	300
278.88193	301
278.90308	303
278.92426	301
278.9454	301
278.96655	301
278.9877	306
279.00888	294
279.03003	302
279.05118	303
279.07233	298
279.09348	298
279.11465	297
279.1358	299
279.15695	294
279.1781	304
279.19925	306
279.22043	297
279.24158	295
279.26273	301
279.28387	300
279.30502	307
279.32617	304
279.34732	303
279.3685	297
279.38965	300
279.4108	304
279.43195	297
279.45309	302
279.47424	305
279.49539	297
279.51654	301
279.53769	307
279.55884	297
279.58002	299
279.60117	295
279.62231	306
279.64346	301
279.66461	293
279.68576	299
279.70691	299
279.72806	296
279.74921	295
279.77036	295
279.7915	302
279.81265	299
279.8338	298
279.85495	302
279.8761	295
279.89725	303
279.9184	306
279.93954	306
279.96069	301
279.98184	306
280.00299	295
280.02411	302
280.04526	300
280.06641	303
280.08755	299
280.1087	297
280.12985	303
280.151	302
280.17215	303
280.1933	305
280.21445	301
280.23557	300
280.25671	299
280.27786	301
280.29901	299
280.32016	304
280.34131	304
280.36246	298
280.38358	293
280.40472	306
280.42587	305
280.44702	302
280.46817	295
280.48929	305
280.51044	301
280.53159	295
280.55273	298
280.57388	303
280.595	300
280.61615	300
280.6373	298
280.65845	302
280.67957	305
280.70071	304
280.72186	306
280.74301	293
280.76413	300
280.78528	303
280.80643	300
280.82755	299
280.84869	295
280.86984	298
280.89096	303
280.91211	303
280.93326	306
280.95438	304
280.97552	299
280.99667	298
281.01779	304
281.03894	297
281.06009	298
281.08121	294
281.10236	301
281.12347	302
281.14462	298
281.16577	300
281.18689	301
281.20804	297
281.22916	299
281.25031	300
