Date and Time:                Wed May 25 13:19:45.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



251.94595	17507
251.95586	16738
251.96576	16801
251.97566	16809
251.98557	16877
251.99545	16813
252.00536	16633
252.01526	16752
252.02516	16944
252.03505	16859
252.04495	16868
252.05486	16846
252.06476	16852
252.07465	16945
252.08455	16853
252.09445	16676
252.10434	16824
252.11424	17079
252.12415	17191
252.13403	17001
252.14394	16965
252.15384	16971
252.16373	17011
252.17363	16891
252.18353	16856
252.19342	16873
252.20332	16943
252.21321	16887
252.22311	16764
252.23302	16810
252.2429	16912
252.25281	16902
252.2627	16965
252.2726	16948
252.28249	17002
252.29239	16875
252.30228	16921
252.31218	16883
252.32207	16906
252.33197	16854
252.34186	16832
252.35176	17002
252.36165	17123
252.37155	17182
252.38144	17142
252.39134	17016
252.40123	17053
252.41112	17100
252.42102	17158
252.43091	17190
252.44081	17452
252.4507	17529
252.46059	17528
252.47049	17480
252.48038	17477
252.49028	17527
252.50017	17459
252.51006	17614
252.51996	17644
252.52985	17613
252.53973	17551
252.54962	17588
252.55952	17619
252.56941	17633
252.5793	17475
252.58919	17461
252.59909	17498
252.60898	17433
252.61887	17559
252.62875	17571
252.63866	17612
252.64854	17615
252.65843	17710
252.66832	17744
252.67821	17901
252.68811	17801
252.698	17745
252.70789	17811
252.71777	17780
252.72766	17754
252.73755	17764
252.74744	17722
252.75734	17781
252.76723	17684
252.77711	17650
252.787	17636
252.79689	17757
252.80678	17686
252.81667	17686
252.82655	17716
252.83644	17672
252.84633	17722
252.85622	17662
252.8661	17827
252.87599	17891
252.88588	17960
252.89577	17966
252.90565	18054
252.91554	17890
252.92543	17901
252.93532	17900
252.94521	17945
252.95509	18038
252.96498	18017
252.97487	17926
252.98476	17948
252.99463	17930
253.00452	17867
253.0144	17921
253.02429	18016
253.03418	18184
253.04407	18271
253.05396	18294
253.06383	18216
253.07372	18229
253.0836	18255
253.09349	18358
