Date and Time:                Wed May 25 13:04:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



251.94595	2804
251.95586	2655
251.96576	2664
251.97566	2641
251.98557	2654
251.99545	2662
252.00536	2665
252.01526	2648
252.02516	2634
252.03505	2662
252.04495	2657
252.05486	2688
252.06476	2682
252.07465	2646
252.08455	2655
252.09445	2680
252.10434	2643
252.11424	2649
252.12415	2689
252.13403	2646
252.14394	2664
252.15384	2646
252.16373	2682
252.17363	2667
252.18353	2664
252.19342	2676
252.20332	2650
252.21321	2636
252.22311	2624
252.23302	2626
252.2429	2622
252.25281	2645
252.2627	2653
252.2726	2673
252.28249	2651
252.29239	2685
252.30228	2642
252.31218	2678
252.32207	2683
252.33197	2686
252.34186	2674
252.35176	2664
252.36165	2632
252.37155	2649
252.38144	2683
252.39134	2651
252.40123	2690
252.41112	2630
252.42102	2689
252.43091	2656
252.44081	2650
252.4507	2674
252.46059	2660
252.47049	2689
252.48038	2705
252.49028	2683
252.50017	2685
252.51006	2729
252.51996	2678
252.52985	2672
252.53973	2669
252.54962	2685
252.55952	2730
252.56941	2682
252.5793	2676
252.58919	2658
252.59909	2707
252.60898	2678
252.61887	2718
252.62875	2693
252.63866	2691
252.64854	2695
252.65843	2763
252.66832	2681
252.67821	2719
252.68811	2738
252.698	2706
252.70789	2667
252.71777	2686
252.72766	2696
252.73755	2683
252.74744	2687
252.75734	2688
252.76723	2705
252.77711	2665
252.787	2709
252.79689	2701
252.80678	2723
252.81667	2704
252.82655	2689
252.83644	2719
252.84633	2672
252.85622	2710
252.8661	2709
252.87599	2689
252.88588	2692
252.89577	2704
252.90565	2695
252.91554	2699
252.92543	2670
252.93532	2674
252.94521	2671
252.95509	2679
252.96498	2731
252.97487	2672
252.98476	2689
252.99463	2695
253.00452	2706
253.0144	2723
253.02429	2742
253.03418	2686
253.04407	2693
253.05396	2658
253.06383	2680
253.07372	2710
253.0836	2689
253.09349	2666
