Date and Time:                Wed May 25 13:20:17.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



251.94595	303
251.95586	303
251.96576	300
251.97566	300
251.98557	305
251.99545	303
252.00536	298
252.01526	299
252.02516	306
252.03505	303
252.04495	298
252.05486	303
252.06476	302
252.07465	301
252.08455	301
252.09445	301
252.10434	298
252.11424	297
252.12415	306
252.13403	296
252.14394	296
252.15384	307
252.16373	306
252.17363	304
252.18353	298
252.19342	301
252.20332	305
252.21321	304
252.22311	306
252.23302	304
252.2429	301
252.25281	298
252.2627	303
252.2726	300
252.28249	303
252.29239	304
252.30228	304
252.31218	307
252.32207	301
252.33197	300
252.34186	295
252.35176	309
252.36165	301
252.37155	299
252.38144	303
252.39134	301
252.40123	300
252.41112	300
252.42102	303
252.43091	301
252.44081	301
252.4507	303
252.46059	298
252.47049	308
252.48038	301
252.49028	304
252.50017	304
252.51006	304
252.51996	303
252.52985	299
252.53973	300
252.54962	302
252.55952	299
252.56941	301
252.5793	295
252.58919	302
252.59909	304
252.60898	302
252.61887	304
252.62875	302
252.63866	303
252.64854	295
252.65843	298
252.66832	297
252.67821	301
252.68811	307
252.698	304
252.70789	301
252.71777	311
252.72766	298
252.73755	300
252.74744	295
252.75734	304
252.76723	297
252.77711	303
252.787	298
252.79689	294
252.80678	302
252.81667	297
252.82655	301
252.83644	303
252.84633	299
252.85622	300
252.8661	300
252.87599	303
252.88588	299
252.89577	307
252.90565	305
252.91554	301
252.92543	304
252.93532	304
252.94521	294
252.95509	299
252.96498	300
252.97487	302
252.98476	299
252.99463	299
253.00452	306
253.0144	298
253.02429	300
253.03418	303
253.04407	303
253.05396	306
253.06383	302
253.07372	299
253.0836	301
253.09349	304
253.10338	295
253.11325	303
253.12314	307
253.13303	300
253.14291	302
253.15279	291
253.16267	298
253.17256	301
253.18245	300
253.19232	302
253.20221	300
253.2121	301
253.22197	301
253.23186	299
253.24174	300
253.25163	302
253.26151	303
