Date and Time:                Wed May 25 13:11:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              262
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



251.94595	2805
251.95586	2644
251.96576	2622
251.97566	2636
251.98557	2670
251.99545	2649
252.00536	2632
252.01526	2654
252.02516	2625
252.03505	2657
252.04495	2656
252.05486	2687
252.06476	2637
252.07465	2646
252.08455	2647
252.09445	2651
252.10434	2657
252.11424	2623
252.12415	2697
252.13403	2614
252.14394	2640
252.15384	2648
252.16373	2674
252.17363	2623
252.18353	2647
252.19342	2662
252.20332	2633
252.21321	2640
252.22311	2600
252.23302	2650
252.2429	2640
252.25281	2635
252.2627	2637
252.2726	2642
252.28249	2637
252.29239	2673
252.30228	2650
252.31218	2665
252.32207	2691
252.33197	2678
252.34186	2663
252.35176	2971
252.36165	2714
252.37155	2631
252.38144	2687
252.39134	2637
252.40123	2644
252.41112	2625
252.42102	2672
252.43091	2655
252.44081	2620
252.4507	2673
252.46059	2678
252.47049	2653
252.48038	2679
252.49028	2677
252.50017	2691
252.51006	2696
252.51996	2662
252.52985	2644
252.53973	2704
252.54962	2658
252.55952	2747
252.56941	2668
252.5793	2668
252.58919	2663
252.59909	2690
252.60898	2685
252.61887	2711
252.62875	2662
252.63866	2682
252.64854	2687
252.65843	2743
252.66832	2667
252.67821	2691
252.68811	2693
252.698	2700
252.70789	2662
252.71777	2674
252.72766	2686
252.73755	2666
252.74744	2690
252.75734	2664
252.76723	2699
252.77711	2663
252.787	2681
252.79689	2688
252.80678	2723
252.81667	2687
252.82655	2679
252.83644	2667
252.84633	2666
252.85622	2699
252.8661	2673
252.87599	2674
252.88588	2672
252.89577	2686
252.90565	2681
252.91554	2688
252.92543	2648
252.93532	2671
252.94521	2662
252.95509	2648
252.96498	2708
252.97487	2687
252.98476	2665
252.99463	2688
253.00452	2690
253.0144	2728
253.02429	2749
253.03418	2689
253.04407	2673
253.05396	2715
253.06383	2684
253.07372	2725
253.0836	2702
253.09349	2683
