Date and Time:                Sat Jan 28 16:53:43.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         3.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              229
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



207.10411	11653
207.12561	11096
207.14709	11123
207.16859	11074
207.19009	11087
207.21158	11158
207.23308	11233
207.25456	11185
207.27606	11181
207.29755	11098
207.31905	11092
207.34053	11009
207.36203	10998
207.38351	11056
207.40501	11074
207.4265	11084
207.448	11111
207.46948	11139
207.49098	11199
207.51247	11164
207.53397	11093
207.55545	11168
207.57695	11222
207.59843	11214
207.61992	11188
207.64142	11271
207.6629	11282
207.68439	11353
207.70589	11316
207.72737	11353
207.74886	11294
207.77036	11314
207.79184	11393
207.81332	11318
207.83482	11338
207.85631	11336
207.87779	11375
207.89928	11391
207.92078	11445
207.94226	11489
207.96375	11509
207.98523	11390
208.00671	11368
208.02821	11326
208.0497	11390
208.07118	11431
208.09267	11450
208.11415	11435
208.13564	11489
208.15712	11507
208.17862	11449
208.2001	11461
208.22159	11423
208.24307	11574
208.26456	11545
208.28604	11564
208.30753	11554
208.32901	11563
208.35049	11624
208.37198	11628
208.39346	11593
208.41495	11607
208.43643	11578
208.45792	11600
208.4794	11578
208.50089	11599
208.52237	11556
208.54385	11522
208.56534	11452
208.58681	11448
208.60829	11494
208.62978	11532
208.65126	11492
208.67274	11507
208.69423	11483
208.71571	11509
208.7372	11412
208.75867	11463
208.78015	11448
208.80164	11457
208.82312	11479
208.84459	11476
208.86607	11480
208.88756	11494
208.90904	11528
208.93051	11597
208.952	11669
208.97348	11610
208.99496	11540
209.01643	11539
209.03792	11550
209.0594	11568
209.08087	11537
209.10236	11520
209.12384	11578
209.14531	11642
209.16679	11602
209.18826	11574
209.20975	11648
209.23123	11661
209.2527	11644
209.27419	11671
209.29565	11692
209.31714	11659
209.33861	11702
209.36009	11685
209.38156	11751
209.40305	11836
209.42451	11717
209.446	11694
209.46747	11679
209.48895	11652
209.51042	11700
209.53191	11750
209.55338	11776
209.57484	11783
209.59633	11709
