Date and Time:                Sat Jan 28 17:04:00.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         3.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              229
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



207.10411	304
207.12561	307
207.14709	311
207.16859	308
207.19009	310
207.21158	311
207.23308	303
207.25456	309
207.27606	320
207.29755	312
207.31905	312
207.34053	308
207.36203	307
207.38351	305
207.40501	312
207.4265	310
207.448	303
207.46948	304
207.49098	308
207.51247	304
207.53397	310
207.55545	305
207.57695	313
207.59843	308
207.61992	304
207.64142	306
207.6629	302
207.68439	310
207.70589	301
207.72737	309
207.74886	307
207.77036	311
207.79184	302
207.81332	306
207.83482	307
207.85631	311
207.87779	305
207.89928	304
207.92078	307
207.94226	310
207.96375	305
207.98523	310
208.00671	311
208.02821	308
208.0497	317
208.07118	306
208.09267	312
208.11415	309
208.13564	306
208.15712	313
208.17862	303
208.2001	307
208.22159	304
208.24307	306
208.26456	299
208.28604	302
208.30753	305
208.32901	307
208.35049	308
208.37198	305
208.39346	308
208.41495	305
208.43643	308
208.45792	309
208.4794	312
208.50089	310
208.52237	311
208.54385	304
208.56534	310
208.58681	307
208.60829	309
208.62978	306
208.65126	309
208.67274	310
208.69423	303
208.71571	312
208.7372	309
208.75867	306
208.78015	303
208.80164	313
208.82312	310
208.84459	305
208.86607	307
208.88756	312
208.90904	302
208.93051	307
208.952	310
208.97348	305
208.99496	310
209.01643	307
209.03792	301
209.0594	314
209.08087	307
209.10236	310
209.12384	306
209.14531	304
209.16679	302
209.18826	306
209.20975	298
209.23123	303
209.2527	316
209.27419	306
209.29565	302
209.31714	308
209.33861	308
209.36009	315
209.38156	311
209.40305	308
209.42451	309
209.446	305
209.46747	306
209.48895	305
209.51042	307
209.53191	311
209.55338	304
209.57484	309
209.59633	302
209.6178	309
209.63927	306
209.66075	311
209.68222	303
209.7037	303
209.72517	311
209.74664	300
209.76813	306
209.7896	305
209.81107	309
209.83253	310
209.85402	302
209.87549	310
209.89696	315
209.91843	304
209.93991	307
209.96138	307
