Date and Time:                Sat Jan 28 17:04:09.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         200
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              229
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



207.10411	781
207.12561	745
207.14709	721
207.16859	722
207.19009	732
207.21158	736
207.23308	712
207.25456	729
207.27606	689
207.29755	706
207.31905	711
207.34053	756
207.36203	721
207.38351	717
207.40501	706
207.4265	714
207.448	720
207.46948	714
207.49098	756
207.51247	721
207.53397	700
207.55545	712
207.57695	731
207.59843	700
207.61992	688
207.64142	721
207.6629	699
207.68439	683
207.70589	670
207.72737	681
207.74886	665
207.77036	693
207.79184	685
207.81332	705
207.83482	698
207.85631	705
207.87779	716
207.89928	710
207.92078	720
207.94226	729
207.96375	672
207.98523	704
208.00671	673
208.02821	675
208.0497	716
208.07118	700
208.09267	685
208.11415	662
208.13564	700
208.15712	673
208.17862	667
208.2001	680
208.22159	694
208.24307	689
208.26456	690
208.28604	698
208.30753	681
208.32901	766
208.35049	681
208.37198	658
208.39346	701
208.41495	663
208.43643	742
208.45792	658
208.4794	675
208.50089	648
208.52237	680
208.54385	681
208.56534	726
208.58681	678
208.60829	665
208.62978	681
208.65126	732
208.67274	669
208.69423	686
208.71571	689
208.7372	687
208.75867	652
208.78015	663
208.80164	673
208.82312	644
208.84459	687
208.86607	643
208.88756	651
208.90904	631
208.93051	656
208.952	666
208.97348	666
208.99496	653
209.01643	659
209.03792	668
209.0594	638
209.08087	661
209.10236	649
209.12384	635
209.14531	629
209.16679	691
209.18826	650
209.20975	643
209.23123	631
209.2527	635
209.27419	623
209.29565	640
209.31714	644
209.33861	615
209.36009	642
209.38156	620
209.40305	640
209.42451	689
209.446	704
209.46747	627
209.48895	636
209.51042	622
209.53191	615
209.55338	645
209.57484	642
209.59633	630
209.6178	658
209.63927	637
209.66075	659
209.68222	606
209.7037	609
209.72517	620
209.74664	634
209.76813	619
209.7896	678
209.81107	638
209.83253	606
209.85402	618
209.87549	659
209.89696	626
209.91843	630
209.93991	603
209.96138	624
