Date and Time:                Sun Jan 29 14:53:46.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              390
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



368.9736	40143
368.99429	39060
369.01495	39460
369.03564	39565
369.0563	39564
369.077	40310
369.09766	40248
369.11832	40255
369.13901	40141
369.15967	40097
369.18033	40077
369.20102	39951
369.22168	39701
369.24237	40196
369.26303	40216
369.28369	40419
369.30438	40413
369.32504	40572
369.3457	40613
369.36636	40588
369.38705	40755
369.40771	40908
369.42838	40751
369.44907	41053
369.46973	40816
369.49039	40781
369.51105	40926
369.53174	40594
369.5524	40807
369.57306	41098
369.59372	41195
369.61441	41460
369.63507	41560
369.65573	41521
369.67639	41210
369.69705	41507
369.71774	41488
369.7384	41628
369.75906	41697
369.77972	42094
369.80038	41691
369.82104	41813
369.84174	41582
369.8624	41544
369.88306	41493
369.90372	41651
369.92438	41552
369.94504	41528
369.9657	41384
369.98636	41249
370.00702	41018
370.02771	40973
370.04837	40658
370.06903	41009
370.08969	41001
370.11035	40740
370.13101	40281
370.15167	40063
370.17233	40191
370.19299	40519
370.21365	40344
370.23431	40084
370.25497	40045
370.27563	40106
370.2963	39753
370.31696	39568
370.33762	39403
370.35828	39014
370.37894	38572
370.3996	38251
370.42026	38116
370.44092	37856
370.46155	37722
370.48221	37237
370.50287	37214
370.52353	36973
370.54419	36782
370.56485	36602
370.58551	36341
370.60617	36261
370.62683	36257
370.64746	35907
370.66812	36309
370.68878	36451
370.70944	36381
370.7301	36089
370.75076	35984
370.77139	35691
370.79205	35037
370.81271	34896
370.83337	35047
370.85403	34815
370.87466	34729
370.89532	34397
370.91599	34201
370.93665	34111
370.95728	33803
370.97794	33950
370.9986	34024
371.01926	33983
371.03989	33843
371.06055	33523
371.08121	33436
371.10184	33539
371.1225	33674
371.14316	33719
371.16379	33949
371.18445	33720
371.20511	33702
371.22574	33428
371.2464	33423
371.26706	33280
371.28769	33208
371.30835	33248
371.32901	33179
371.34964	33193
371.3703	33039
