Date and Time:                Sat Jan 28 14:47:36.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	738
318.6994	737
318.72034	740
318.7413	753
318.76227	771
318.7832	775
318.80417	804
318.8251	809
318.84607	833
318.867	838
318.88797	849
318.90891	863
318.92987	873
318.95081	897
318.97177	932
318.99271	950
319.01367	995
319.03461	1005
319.05557	1060
319.07651	1110
319.09747	1147
319.11841	1194
319.13937	1267
319.16031	1324
319.18127	1407
319.20221	1484
319.22318	1586
319.24411	1712
319.26505	1842
319.28601	1977
319.30695	2143
319.32791	2324
319.34885	2568
319.36978	2797
319.39075	3036
319.41168	3370
319.43262	3738
319.45358	4078
319.47452	4511
319.49545	4940
319.51642	5404
319.53735	5934
319.55829	6476
319.57925	7069
319.60019	7678
319.62112	8341
319.64209	8991
319.66302	9626
319.68396	10199
319.7049	10756
319.72586	11361
319.7468	11969
319.76773	12472
319.78867	13055
319.80963	13552
319.83057	13811
319.8515	14110
319.87244	14535
319.8934	14921
319.91434	15300
319.93527	15555
319.95621	15718
319.97714	15986
319.99811	16150
320.01904	16424
320.03998	16585
320.06091	16754
320.08185	16892
320.10278	16939
320.12375	16977
320.14468	17138
320.16562	17375
320.18655	17535
320.20749	17844
320.22842	18095
320.24936	18270
320.27029	18464
320.29123	18649
320.31216	18795
320.33313	19091
320.35406	19383
320.375	19807
320.39594	20223
320.41687	20606
320.43781	20957
320.45874	21050
320.47968	21269
320.50061	21268
320.52155	21344
320.54248	21480
320.56342	21776
320.58435	22028
320.60529	22049
320.62622	22036
320.64716	22124
320.66809	22113
320.68903	22128
320.70996	22161
320.7309	22344
320.75183	22549
320.77274	22443
320.79367	22264
320.81461	22198
320.83554	22246
320.85648	22397
320.87741	22364
320.89835	22225
320.91928	22200
320.94022	21898
320.96115	21686
320.98206	21567
321.00299	21248
321.02393	21029
321.04486	20816
321.0658	20803
321.08673	20559
321.10764	20231
321.12857	19869
321.14951	19651
