Date and Time:                Sat Jan 28 14:50:32.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	35637
318.6994	34254
318.72034	34254
318.7413	34148
318.76227	34255
318.7832	34875
318.80417	34635
318.8251	34504
318.84607	34204
318.867	34154
318.88797	33973
318.90891	33741
318.92987	33536
318.95081	33766
318.97177	33829
318.99271	33827
319.01367	33722
319.03461	33754
319.05557	33804
319.07651	33747
319.09747	33721
319.11841	33774
319.13937	33706
319.16031	33844
319.18127	33694
319.20221	33491
319.22318	33575
319.24411	33379
319.26505	33490
319.28601	33509
319.30695	33756
319.32791	33753
319.34885	33890
319.36978	33871
319.39075	33487
319.41168	33724
319.43262	33924
319.45358	33909
319.47452	34010
319.49545	34149
319.51642	33979
319.53735	33976
319.55829	33793
319.57925	33796
319.60019	33786
319.62112	34008
319.64209	34066
319.66302	34192
319.68396	33925
319.7049	33732
319.72586	33639
319.7468	33802
319.76773	33752
319.78867	34072
319.80963	34090
319.83057	33818
319.8515	33558
319.87244	33600
319.8934	33830
319.91434	34172
319.93527	34022
319.95621	33943
319.97714	33974
319.99811	34024
320.01904	33919
320.03998	33880
320.06091	33794
320.08185	33617
320.10278	33207
320.12375	33058
320.14468	32976
320.16562	32889
320.18655	32782
320.20749	32727
320.22842	32797
320.24936	32760
320.27029	32692
320.29123	32606
320.31216	32653
320.33313	32445
320.35406	32630
320.375	32685
320.39594	33140
320.41687	33358
320.43781	33440
320.45874	33325
320.47968	33282
320.50061	33182
320.52155	32760
320.54248	32780
320.56342	32967
320.58435	32898
320.60529	32819
320.62622	32601
320.64716	32636
320.66809	32591
320.68903	32427
320.70996	32464
320.7309	32711
320.75183	32984
320.77274	32949
320.79367	32621
320.81461	32640
320.83554	32704
320.85648	33141
320.87741	33215
320.89835	33424
320.91928	33597
320.94022	33453
320.96115	33318
320.98206	33510
321.00299	33260
321.02393	33202
321.04486	33324
321.0658	33418
321.08673	33490
321.10764	33493
