Date and Time:                Sat Jan 28 14:47:02.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	36024
318.6994	34591
318.72034	34702
318.7413	34502
318.76227	34591
318.7832	35174
318.80417	34995
318.8251	34804
318.84607	34582
318.867	34502
318.88797	34321
318.90891	34021
318.92987	33825
318.95081	34070
318.97177	34162
318.99271	34139
319.01367	34046
319.03461	34112
319.05557	34143
319.07651	34116
319.09747	34113
319.11841	34205
319.13937	34175
319.16031	34192
319.18127	34027
319.20221	33916
319.22318	33855
319.24411	33643
319.26505	33791
319.28601	33874
319.30695	33954
319.32791	34106
319.34885	34295
319.36978	34177
319.39075	33893
319.41168	34091
319.43262	34241
319.45358	34245
319.47452	34279
319.49545	34550
319.51642	34293
319.53735	34364
319.55829	34100
319.57925	34028
319.60019	34127
319.62112	34347
319.64209	34364
319.66302	34412
319.68396	34173
319.7049	34120
319.72586	34121
319.7468	34010
319.76773	34061
319.78867	34383
319.80963	34416
319.83057	34146
319.8515	33973
319.87244	33916
319.8934	34130
319.91434	34486
319.93527	34332
319.95621	34329
319.97714	34319
319.99811	34377
320.01904	34288
320.03998	34251
320.06091	34116
320.08185	34050
320.10278	33561
320.12375	33368
320.14468	33310
320.16562	33348
320.18655	33165
320.20749	33024
320.22842	33190
320.24936	33007
320.27029	33077
320.29123	32919
320.31216	32918
320.33313	32844
320.35406	33072
320.375	33088
320.39594	33547
320.41687	33681
320.43781	33859
320.45874	33599
320.47968	33654
320.50061	33598
320.52155	33155
320.54248	33067
320.56342	33227
320.58435	33248
320.60529	33186
320.62622	33015
320.64716	32866
320.66809	32875
320.68903	32794
320.70996	32842
320.7309	33095
320.75183	33297
320.77274	33310
320.79367	32857
320.81461	33006
320.83554	33081
320.85648	33501
320.87741	33578
320.89835	33803
320.91928	34002
320.94022	33886
320.96115	33687
320.98206	33829
321.00299	33678
321.02393	33555
321.04486	33673
321.0658	33818
321.08673	33890
321.10764	33846
