Date and Time:                Sat Jan 28 14:49:01.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	765
318.6994	758
318.72034	771
318.7413	791
318.76227	789
318.7832	810
318.80417	823
318.8251	849
318.84607	852
318.867	883
318.88797	896
318.90891	899
318.92987	932
318.95081	967
318.97177	990
318.99271	1030
319.01367	1058
319.03461	1092
319.05557	1153
319.07651	1193
319.09747	1256
319.11841	1317
319.13937	1392
319.16031	1484
319.18127	1561
319.20221	1667
319.22318	1762
319.24411	1893
319.26505	2036
319.28601	2195
319.30695	2375
319.32791	2601
319.34885	2843
319.36978	3075
319.39075	3347
319.41168	3689
319.43262	4025
319.45358	4402
319.47452	4880
319.49545	5348
319.51642	5816
319.53735	6337
319.55829	6838
319.57925	7362
319.60019	8010
319.62112	8622
319.64209	9262
319.66302	9872
319.68396	10420
319.7049	10901
319.72586	11489
319.7468	11978
319.76773	12539
319.78867	13090
319.80963	13500
319.83057	13868
319.8515	14119
319.87244	14530
319.8934	14880
319.91434	15288
319.93527	15688
319.95621	15987
319.97714	16297
319.99811	16695
320.01904	16845
320.03998	17150
320.06091	17379
320.08185	17605
320.10278	17798
320.12375	18041
320.14468	18304
320.16562	18626
320.18655	18834
320.20749	19163
320.22842	19432
320.24936	19667
320.27029	19950
320.29123	20259
320.31216	20588
320.33313	20814
320.35406	21205
320.375	21489
320.39594	21902
320.41687	22222
320.43781	22433
320.45874	22577
320.47968	22681
320.50061	22712
320.52155	22630
320.54248	22694
320.56342	22704
320.58435	22781
320.60529	22610
320.62622	22440
320.64716	22183
320.66809	22033
320.68903	21931
320.70996	21818
320.7309	21898
320.75183	21937
320.77274	21534
320.79367	21183
320.81461	20924
320.83554	20785
320.85648	20788
320.87741	20603
320.89835	20490
320.91928	20377
320.94022	20010
320.96115	19716
320.98206	19586
321.00299	19242
321.02393	18943
321.04486	18769
321.0658	18696
321.08673	18468
321.10764	18293
321.12857	18116
321.14951	17936
