Date and Time:                Sat Jan 28 14:48:11.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	771
318.6994	760
318.72034	773
318.7413	776
318.76227	795
318.7832	809
318.80417	819
318.8251	830
318.84607	857
318.867	860
318.88797	882
318.90891	902
318.92987	916
318.95081	942
318.97177	975
318.99271	1006
319.01367	1031
319.03461	1073
319.05557	1120
319.07651	1151
319.09747	1204
319.11841	1250
319.13937	1324
319.16031	1375
319.18127	1448
319.20221	1525
319.22318	1614
319.24411	1729
319.26505	1839
319.28601	1963
319.30695	2142
319.32791	2336
319.34885	2496
319.36978	2738
319.39075	2960
319.41168	3203
319.43262	3542
319.45358	3854
319.47452	4244
319.49545	4686
319.51642	5108
319.53735	5574
319.55829	6093
319.57925	6572
319.60019	7195
319.62112	7813
319.64209	8410
319.66302	9028
319.68396	9569
319.7049	10218
319.72586	10757
319.7468	11331
319.76773	11988
319.78867	12600
319.80963	13109
319.83057	13582
319.8515	13918
319.87244	14344
319.8934	14920
319.91434	15430
319.93527	15749
319.95621	16171
319.97714	16599
319.99811	16958
320.01904	17270
320.03998	17629
320.06091	17884
320.08185	18121
320.10278	18359
320.12375	18612
320.14468	19017
320.16562	19333
320.18655	19581
320.20749	19941
320.22842	20164
320.24936	20478
320.27029	20719
320.29123	20917
320.31216	21275
320.33313	21390
320.35406	21646
320.375	21979
320.39594	22414
320.41687	22638
320.43781	22764
320.45874	22812
320.47968	22866
320.50061	22683
320.52155	22463
320.54248	22382
320.56342	22382
320.58435	22396
320.60529	22138
320.62622	21871
320.64716	21595
320.66809	21356
320.68903	21115
320.70996	20986
320.7309	20934
320.75183	20845
320.77274	20545
320.79367	20127
320.81461	19860
320.83554	19701
320.85648	19598
320.87741	19433
320.89835	19316
320.91928	19241
320.94022	18877
320.96115	18576
320.98206	18520
321.00299	18230
321.02393	18020
321.04486	17829
321.0658	17802
321.08673	17652
321.10764	17569
321.12857	17392
321.14951	17237
