Date and Time:                Sat Jan 28 14:48:44.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              340
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



318.67844	755
318.6994	735
318.72034	750
318.7413	762
318.76227	778
318.7832	779
318.80417	804
318.8251	819
318.84607	829
318.867	854
318.88797	874
318.90891	883
318.92987	891
318.95081	926
318.97177	955
318.99271	979
319.01367	1032
319.03461	1049
319.05557	1101
319.07651	1150
319.09747	1204
319.11841	1262
319.13937	1341
319.16031	1424
319.18127	1505
319.20221	1614
319.22318	1742
319.24411	1862
319.26505	2037
319.28601	2205
319.30695	2432
319.32791	2658
319.34885	2929
319.36978	3225
319.39075	3581
319.41168	3953
319.43262	4375
319.45358	4843
319.47452	5337
319.49545	5897
319.51642	6490
319.53735	7138
319.55829	7734
319.57925	8426
319.60019	9104
319.62112	9863
319.64209	10581
319.66302	11212
319.68396	11832
319.7049	12430
319.72586	12971
319.7468	13532
319.76773	14025
319.78867	14508
319.80963	14910
319.83057	15146
319.8515	15368
319.87244	15636
319.8934	15967
319.91434	16269
319.93527	16393
319.95621	16636
319.97714	16708
319.99811	16954
320.01904	17094
320.03998	17214
320.06091	17250
320.08185	17280
320.10278	17245
320.12375	17343
320.14468	17417
320.16562	17650
320.18655	17701
320.20749	17856
320.22842	18124
320.24936	18222
320.27029	18257
320.29123	18503
320.31216	18594
320.33313	18794
320.35406	19109
320.375	19461
320.39594	19816
320.41687	20111
320.43781	20324
320.45874	20542
320.47968	20693
320.50061	20682
320.52155	20720
320.54248	20934
320.56342	21196
320.58435	21387
320.60529	21451
320.62622	21548
320.64716	21583
320.66809	21699
320.68903	21715
320.70996	21867
320.7309	22167
320.75183	22396
320.77274	22367
320.79367	22247
320.81461	22212
320.83554	22499
320.85648	22566
320.87741	22662
320.89835	22755
320.91928	22801
320.94022	22565
320.96115	22347
320.98206	22409
321.00299	22170
321.02393	21976
321.04486	21892
321.0658	21769
321.08673	21677
321.10764	21359
321.12857	21116
321.14951	20867
