Date and Time:                Tue Apr 26 16:43:37.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	21160
338.81461	20333
338.83545	20464
338.85629	20590
338.87714	20874
338.89798	20768
338.91882	20624
338.93967	20706
338.96051	20970
338.98132	21054
339.00217	21006
339.02301	21006
339.04385	21077
339.0647	21182
339.08554	21207
339.10638	20997
339.12723	21160
339.14807	21550
339.16891	21663
339.18976	21525
339.2106	21335
339.23145	21317
339.25226	21490
339.2731	21430
339.29395	21303
339.31479	21265
339.33563	21363
339.35648	21283
339.37732	21275
339.39813	21376
339.41898	21663
339.43982	21783
339.46066	21835
339.48151	21908
339.50232	21932
339.52316	21784
339.54401	21655
339.56485	21799
339.58566	21962
339.60651	22021
339.62735	21957
339.64819	22158
339.66901	22411
339.68985	22528
339.71069	22454
339.73154	22418
339.75235	22397
339.77319	22399
339.79404	22381
339.81485	22469
339.83569	22820
339.85654	22882
339.87735	22880
339.89819	22860
339.91904	22749
339.93985	22705
339.96069	22777
339.98154	22880
340.00235	22921
340.02319	22901
340.04404	22804
340.06485	22735
340.08569	22848
340.10651	22871
340.12735	22746
340.14816	22878
340.16901	22873
340.18985	22646
340.21066	22622
340.23151	22579
340.25232	22727
340.27316	22647
340.29398	22549
340.31482	22573
340.33563	22652
340.35648	22641
340.37729	22556
340.39813	22426
340.41895	22314
340.43979	22223
340.4606	22080
340.48145	21933
340.50226	21900
340.5231	21754
340.54391	21851
340.56476	21914
340.58557	21861
340.60638	21787
340.62723	21714
340.64804	21591
340.66888	21632
340.6897	21489
340.71051	21687
340.73135	21793
340.75217	21904
340.77301	21902
340.79382	21843
340.81464	21752
340.83548	21821
340.85629	21736
340.87711	21707
340.89795	21720
340.91876	21752
340.93958	21688
340.96042	21538
340.98123	21410
341.00204	21378
341.02286	21363
341.0437	21271
341.06451	21406
341.08533	21705
341.10617	21815
341.12698	21779
341.1478	21555
341.16861	21598
341.18945	21665
341.21027	21701
