Date and Time:                Tue Apr 26 16:44:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	20063
338.81461	19308
338.83545	19341
338.85629	19510
338.87714	19707
338.89798	19563
338.91882	19414
338.93967	19527
338.96051	19741
338.98132	19842
339.00217	19852
339.02301	19854
339.04385	19897
339.0647	20000
339.08554	20019
339.10638	19805
339.12723	19798
339.14807	20196
339.16891	20357
339.18976	20233
339.2106	20064
339.23145	20078
339.25226	20201
339.2731	20155
339.29395	20047
339.31479	19998
339.33563	20041
339.35648	20015
339.37732	19955
339.39813	20138
339.41898	20314
339.43982	20461
339.46066	20584
339.48151	20638
339.50232	20584
339.52316	20504
339.54401	20398
339.56485	20467
339.58566	20691
339.60651	20767
339.62735	20727
339.64819	20901
339.66901	21113
339.68985	21123
339.71069	21140
339.73154	21152
339.75235	21022
339.77319	21028
339.79404	21109
339.81485	21222
339.83569	21484
339.85654	21578
339.87735	21713
339.89819	21547
339.91904	21488
339.93985	21445
339.96069	21515
339.98154	21546
340.00235	21691
340.02319	21709
340.04404	21617
340.06485	21512
340.08569	21657
340.10651	21680
340.12735	21599
340.14816	21592
340.16901	21614
340.18985	21425
340.21066	21493
340.23151	21451
340.25232	21513
340.27316	21550
340.29398	21430
340.31482	21356
340.33563	21529
340.35648	21450
340.37729	21397
340.39813	21343
340.41895	21228
340.43979	21156
340.4606	21046
340.48145	20931
340.50226	20845
340.5231	20686
340.54391	20765
340.56476	20784
340.58557	20781
340.60638	20771
340.62723	20693
340.64804	20589
340.66888	20610
340.6897	20563
340.71051	20677
340.73135	20750
340.75217	20876
340.77301	20815
340.79382	20773
340.81464	20748
340.83548	20702
340.85629	20752
340.87711	20661
340.89795	20711
340.91876	20802
340.93958	20581
340.96042	20490
340.98123	20378
341.00204	20391
341.02286	20363
341.0437	20254
341.06451	20416
341.08533	20656
341.10617	20786
341.12698	20745
341.1478	20505
341.16861	20458
341.18945	20590
341.21027	20674
