Date and Time:                Tue Apr 26 16:46:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.05
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	23037
338.81461	22154
338.83545	22234
338.85629	22389
338.87714	22528
338.89798	22425
338.91882	22236
338.93967	22201
338.96051	22517
338.98132	22495
339.00217	22420
339.02301	22389
339.04385	22338
339.0647	22503
339.08554	22293
339.10638	22117
339.12723	22138
339.14807	22543
339.16891	22690
339.18976	22403
339.2106	22192
339.23145	22216
339.25226	22208
339.2731	22114
339.29395	21977
339.31479	21865
339.33563	21879
339.35648	21765
339.37732	21760
339.39813	21831
339.41898	21971
339.43982	22075
339.46066	22104
339.48151	22089
339.50232	22018
339.52316	21887
339.54401	21760
339.56485	21767
339.58566	21922
339.60651	21919
339.62735	21815
339.64819	22033
339.66901	22225
339.68985	22384
339.71069	22154
339.73154	22075
339.75235	22106
339.77319	22013
339.79404	22031
339.81485	22098
339.83569	22366
339.85654	22507
339.87735	22458
339.89819	22521
339.91904	22268
339.93985	22259
339.96069	22200
339.98154	22317
340.00235	22453
340.02319	22432
340.04404	22338
340.06485	22285
340.08569	22346
340.10651	22381
340.12735	22373
340.14816	22379
340.16901	22315
340.18985	22264
340.21066	22254
340.23151	22299
340.25232	22463
340.27316	22326
340.29398	22265
340.31482	22264
340.33563	22396
340.35648	22443
340.37729	22388
340.39813	22286
340.41895	22213
340.43979	22214
340.4606	21996
340.48145	21961
340.50226	21933
340.5231	21906
340.54391	21872
340.56476	21968
340.58557	22098
340.60638	22022
340.62723	21934
340.64804	21996
340.66888	21904
340.6897	21929
340.71051	22081
340.73135	22160
340.75217	22423
340.77301	22362
340.79382	22310
340.81464	22267
340.83548	22425
340.85629	22426
340.87711	22423
340.89795	22446
340.91876	22436
340.93958	22431
340.96042	22328
340.98123	22214
341.00204	22169
341.02286	22214
341.0437	22234
341.06451	22267
341.08533	22651
341.10617	22794
341.12698	22703
341.1478	22584
341.16861	22511
341.18945	22658
