Date and Time:                Tue Apr 26 16:46:40.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.05
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	309
338.81461	306
338.83545	293
338.85629	298
338.87714	304
338.89798	301
338.91882	303
338.93967	303
338.96051	299
338.98132	302
339.00217	301
339.02301	301
339.04385	303
339.0647	300
339.08554	305
339.10638	305
339.12723	300
339.14807	307
339.16891	305
339.18976	302
339.2106	301
339.23145	302
339.25226	301
339.2731	302
339.29395	305
339.31479	300
339.33563	306
339.35648	298
339.37732	298
339.39813	308
339.41898	305
339.43982	304
339.46066	310
339.48151	304
339.50232	299
339.52316	301
339.54401	301
339.56485	301
339.58566	302
339.60651	299
339.62735	301
339.64819	301
339.66901	302
339.68985	302
339.71069	296
339.73154	302
339.75235	305
339.77319	303
339.79404	302
339.81485	302
339.83569	308
339.85654	301
339.87735	301
339.89819	306
339.91904	302
339.93985	301
339.96069	301
339.98154	303
340.00235	304
340.02319	303
340.04404	297
340.06485	305
340.08569	302
340.10651	298
340.12735	303
340.14816	297
340.16901	302
340.18985	302
340.21066	299
340.23151	301
340.25232	302
340.27316	302
340.29398	300
340.31482	302
340.33563	300
340.35648	301
340.37729	302
340.39813	304
340.41895	295
340.43979	297
340.4606	302
340.48145	305
340.50226	301
340.5231	308
340.54391	309
340.56476	305
340.58557	308
340.60638	303
340.62723	304
340.64804	301
340.66888	301
340.6897	303
340.71051	302
340.73135	300
340.75217	301
340.77301	302
340.79382	300
340.81464	303
340.83548	301
340.85629	304
340.87711	304
340.89795	303
340.91876	301
340.93958	302
340.96042	301
340.98123	295
341.00204	303
341.02286	301
341.0437	301
341.06451	298
341.08533	303
341.10617	304
341.12698	301
341.1478	293
341.16861	306
341.18945	302
341.21027	305
341.23108	299
341.25189	303
341.27271	306
341.29355	307
341.31436	301
341.33517	296
341.35599	301
341.3768	311
341.39761	298
341.41846	301
341.43927	300
341.46008	306
341.4809	297
341.50171	297
341.52252	302
341.54333	300
