Date and Time:                Tue Apr 26 16:35:07.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              360
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



338.79376	28098
338.81461	26944
338.83545	27155
338.85629	27347
338.87714	27654
338.89798	27470
338.91882	27375
338.93967	27285
338.96051	27717
338.98132	27759
339.00217	27734
339.02301	27777
339.04385	27744
339.0647	27862
339.08554	27834
339.10638	27474
339.12723	27526
339.14807	28024
339.16891	28105
339.18976	27908
339.2106	27600
339.23145	27520
339.25226	27548
339.2731	27515
339.29395	27187
339.31479	27052
339.33563	27125
339.35648	27013
339.37732	26925
339.39813	26933
339.41898	27205
339.43982	27197
339.46066	27257
339.48151	27273
339.50232	27123
339.52316	26883
339.54401	26644
339.56485	26680
339.58566	26806
339.60651	26846
339.62735	26692
339.64819	26756
339.66901	27018
339.68985	27222
339.71069	26919
339.73154	26855
339.75235	26679
339.77319	26624
339.79404	26632
339.81485	26608
339.83569	26917
339.85654	27062
339.87735	26974
339.89819	26836
339.91904	26604
339.93985	26536
339.96069	26489
339.98154	26602
340.00235	26588
340.02319	26609
340.04404	26474
340.06485	26277
340.08569	26385
340.10651	26351
340.12735	26289
340.14816	26177
340.16901	26278
340.18985	26222
340.21066	26125
340.23151	26107
340.25232	26141
340.27316	26094
340.29398	25940
340.31482	25914
340.33563	26134
340.35648	26106
340.37729	25964
340.39813	25973
340.41895	25831
340.43979	25687
340.4606	25602
340.48145	25427
340.50226	25369
340.5231	25370
340.54391	25315
340.56476	25385
340.58557	25523
340.60638	25418
340.62723	25437
340.64804	25397
340.66888	25302
340.6897	25408
340.71051	25509
340.73135	25677
340.75217	25924
340.77301	25841
340.79382	25915
340.81464	25821
340.83548	25927
340.85629	25890
340.87711	25866
340.89795	25983
340.91876	26120
340.93958	26046
340.96042	25864
340.98123	25772
341.00204	25847
341.02286	25660
341.0437	25775
341.06451	25898
341.08533	26404
341.10617	26443
341.12698	26380
341.1478	26157
341.16861	26261
341.18945	26354
341.21027	26451
