Date and Time:                Sat Jan 28 16:11:09.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20600
268.42731	19588
268.44852	19604
268.46973	19554
268.49094	19625
268.51215	19864
268.53336	19736
268.55457	19660
268.57578	19589
268.59698	19623
268.61819	19564
268.6394	19344
268.66061	19188
268.68179	19354
268.703	19344
268.72421	19403
268.74542	19468
268.76663	19499
268.78784	19562
268.80905	19485
268.83026	19387
268.85147	19466
268.87268	19427
268.89389	19386
268.91507	19389
268.93628	19350
268.95749	19336
268.9787	19274
268.99991	19242
269.02112	19332
269.04233	19468
269.06351	19519
269.08472	19537
269.10593	19428
269.12714	19484
269.14835	19405
269.16953	19488
269.19073	19534
269.21194	19580
269.23315	19609
269.25436	19475
269.27554	19486
269.29675	19330
269.31796	19289
269.33917	19322
269.36035	19495
269.38156	19612
269.40277	19539
269.42398	19509
269.44516	19331
269.46637	19372
269.48758	19317
269.50876	19469
269.52997	19504
269.55118	19520
269.57236	19501
269.59357	19401
269.61478	19405
269.63599	19484
269.65717	19548
269.67838	19546
269.69955	19518
269.72076	19551
269.74197	19589
269.76315	19579
269.78436	19524
269.80557	19524
269.82675	19447
269.84796	19227
269.86914	19018
269.89035	19025
269.91156	19031
269.93274	19022
269.95395	18987
269.97513	19004
269.99634	19029
270.01752	18902
270.03873	18958
270.05994	18984
270.08112	19021
270.10233	19064
270.1235	19140
270.14471	19333
270.16589	19459
270.1871	19450
270.20828	19456
270.22949	19487
270.25067	19428
270.27188	19347
270.29306	19357
270.31427	19494
270.33545	19414
270.35666	19402
270.37784	19330
270.39902	19364
270.42023	19361
270.44141	19320
270.46262	19328
270.4838	19529
270.505	19531
270.52618	19562
270.54736	19426
270.56857	19458
270.58975	19582
270.61096	19749
270.63214	19877
270.65332	19936
270.67453	20077
270.69571	20125
270.71689	20037
270.7381	20063
270.75928	20002
270.78046	19957
270.80167	20004
270.82285	20176
270.84402	20200
270.86523	20093
