Date and Time:                Sat Jan 28 16:10:09.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	10743
268.42731	9995
268.44852	9828
268.46973	9666
268.49094	9572
268.51215	9498
268.53336	9420
268.55457	9327
268.57578	9312
268.59698	9281
268.61819	9225
268.6394	9156
268.66061	9100
268.68179	9131
268.703	9131
268.72421	9160
268.74542	9164
268.76663	9183
268.78784	9224
268.80905	9212
268.83026	9180
268.85147	9210
268.87268	9205
268.89389	9172
268.91507	9181
268.93628	9152
268.95749	9216
268.9787	9134
268.99991	9173
269.02112	9208
269.04233	9196
269.06351	9249
269.08472	9230
269.10593	9228
269.12714	9246
269.14835	9203
269.16953	9270
269.19073	9214
269.21194	9251
269.23315	9292
269.25436	9245
269.27554	9256
269.29675	9186
269.31796	9185
269.33917	9182
269.36035	9276
269.38156	9260
269.40277	9274
269.42398	9257
269.44516	9232
269.46637	9246
269.48758	9210
269.50876	9258
269.52997	9292
269.55118	9282
269.57236	9249
269.59357	9226
269.61478	9190
269.63599	9251
269.65717	9315
269.67838	9307
269.69955	9348
269.72076	9290
269.74197	9331
269.76315	9322
269.78436	9364
269.80557	9302
269.82675	9274
269.84796	9178
269.86914	9093
269.89035	9117
269.91156	9086
269.93274	9025
269.95395	9047
269.97513	9087
269.99634	9069
270.01752	9026
270.03873	9045
270.05994	9073
270.08112	9030
270.10233	9039
270.1235	9098
270.14471	9213
270.16589	9196
270.1871	9248
270.20828	9234
270.22949	9253
270.25067	9206
270.27188	9157
270.29306	9173
270.31427	9243
270.33545	9199
270.35666	9188
270.37784	9156
270.39902	9160
270.42023	9140
270.44141	9115
270.46262	9066
270.4838	9133
270.505	9205
270.52618	9141
270.54736	9091
270.56857	9114
270.58975	9192
270.61096	9180
270.63214	9257
270.65332	9264
270.67453	9329
270.69571	9312
270.71689	9322
270.7381	9305
270.75928	9289
270.78046	9262
270.80167	9221
270.82285	9313
270.84402	9302
270.86523	9230
