Date and Time:                Sat Jan 28 16:14:16.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	307
268.42731	302
268.44852	298
268.46973	303
268.49094	297
268.51215	299
268.53336	304
268.55457	306
268.57578	307
268.59698	307
268.61819	302
268.6394	304
268.66061	304
268.68179	298
268.703	302
268.72421	301
268.74542	307
268.76663	301
268.78784	304
268.80905	305
268.83026	306
268.85147	303
268.87268	302
268.89389	303
268.91507	301
268.93628	306
268.95749	304
268.9787	299
268.99991	306
269.02112	307
269.04233	304
269.06351	304
269.08472	302
269.10593	306
269.12714	300
269.14835	299
269.16953	307
269.19073	301
269.21194	303
269.23315	312
269.25436	306
269.27554	302
269.29675	304
269.31796	300
269.33917	300
269.36035	303
269.38156	303
269.40277	303
269.42398	302
269.44516	296
269.46637	300
269.48758	307
269.50876	307
269.52997	307
269.55118	301
269.57236	304
269.59357	303
269.61478	306
269.63599	302
269.65717	300
269.67838	305
269.69955	300
269.72076	305
269.74197	301
269.76315	301
269.78436	303
269.80557	304
269.82675	305
269.84796	297
269.86914	299
269.89035	308
269.91156	304
269.93274	302
269.95395	302
269.97513	305
269.99634	304
270.01752	307
270.03873	304
270.05994	301
270.08112	304
270.10233	302
270.1235	300
270.14471	300
270.16589	304
270.1871	301
270.20828	299
270.22949	303
270.25067	304
270.27188	302
270.29306	298
270.31427	301
270.33545	305
270.35666	300
270.37784	302
270.39902	309
270.42023	302
270.44141	302
270.46262	309
270.4838	302
270.505	307
270.52618	307
270.54736	304
270.56857	302
270.58975	300
270.61096	307
270.63214	297
270.65332	303
270.67453	303
270.69571	301
270.71689	304
270.7381	299
270.75928	308
270.78046	301
270.80167	299
270.82285	301
270.84402	297
270.86523	304
270.88641	296
270.90759	300
270.9288	307
270.94998	307
270.97116	300
270.99237	303
271.01355	299
271.03473	299
271.05591	295
271.07712	307
271.0983	302
271.11948	300
271.14066	299
271.16183	303
271.18304	306
271.20422	304
