Date and Time:                Sat Jan 28 16:13:50.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	302
268.42731	299
268.44852	307
268.46973	305
268.49094	306
268.51215	299
268.53336	304
268.55457	305
268.57578	305
268.59698	306
268.61819	305
268.6394	303
268.66061	305
268.68179	306
268.703	302
268.72421	298
268.74542	296
268.76663	294
268.78784	300
268.80905	301
268.83026	300
268.85147	304
268.87268	303
268.89389	293
268.91507	298
268.93628	302
268.95749	301
268.9787	298
268.99991	306
269.02112	304
269.04233	294
269.06351	298
269.08472	307
269.10593	307
269.12714	297
269.14835	300
269.16953	300
269.19073	300
269.21194	298
269.23315	300
269.25436	307
269.27554	297
269.29675	293
269.31796	302
269.33917	302
269.36035	300
269.38156	294
269.40277	299
269.42398	304
269.44516	297
269.46637	302
269.48758	303
269.50876	295
269.52997	303
269.55118	299
269.57236	297
269.59357	298
269.61478	299
269.63599	301
269.65717	301
269.67838	295
269.69955	306
269.72076	309
269.74197	302
269.76315	295
269.78436	299
269.80557	300
269.82675	306
269.84796	299
269.86914	300
269.89035	298
269.91156	298
269.93274	299
269.95395	300
269.97513	298
269.99634	300
270.01752	297
270.03873	302
270.05994	302
270.08112	302
270.10233	295
270.1235	301
270.14471	300
270.16589	299
270.1871	304
270.20828	299
270.22949	295
270.25067	297
270.27188	302
270.29306	301
270.31427	305
270.33545	297
270.35666	302
270.37784	297
270.39902	302
270.42023	299
270.44141	303
270.46262	297
270.4838	298
270.505	301
270.52618	307
270.54736	306
270.56857	306
270.58975	292
270.61096	304
270.63214	302
270.65332	298
270.67453	307
270.69571	301
270.71689	299
270.7381	300
270.75928	297
270.78046	297
270.80167	303
270.82285	301
270.84402	298
270.86523	301
270.88641	301
270.90759	301
270.9288	302
270.94998	301
270.97116	301
270.99237	307
271.01355	303
271.03473	303
271.05591	292
271.07712	306
271.0983	300
271.11948	296
271.14066	310
271.16183	301
271.18304	302
271.20422	299
