Date and Time:                Sat Jan 28 16:13:22.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	10695
268.42731	9988
268.44852	9799
268.46973	9610
268.49094	9576
268.51215	9489
268.53336	9372
268.55457	9330
268.57578	9282
268.59698	9274
268.61819	9228
268.6394	9111
268.66061	9066
268.68179	9121
268.703	9120
268.72421	9122
268.74542	9164
268.76663	9203
268.78784	9234
268.80905	9203
268.83026	9158
268.85147	9140
268.87268	9133
268.89389	9188
268.91507	9177
268.93628	9146
268.95749	9184
268.9787	9177
268.99991	9210
269.02112	9146
269.04233	9237
269.06351	9247
269.08472	9218
269.10593	9223
269.12714	9206
269.14835	9210
269.16953	9185
269.19073	9225
269.21194	9263
269.23315	9233
269.25436	9227
269.27554	9237
269.29675	9142
269.31796	9162
269.33917	9157
269.36035	9205
269.38156	9247
269.40277	9251
269.42398	9198
269.44516	9185
269.46637	9208
269.48758	9222
269.50876	9239
269.52997	9261
269.55118	9231
269.57236	9244
269.59357	9170
269.61478	9217
269.63599	9210
269.65717	9273
269.67838	9291
269.69955	9334
269.72076	9291
269.74197	9312
269.76315	9305
269.78436	9318
269.80557	9268
269.82675	9231
269.84796	9170
269.86914	9022
269.89035	9027
269.91156	9016
269.93274	9029
269.95395	9041
269.97513	9052
269.99634	9005
270.01752	9060
270.03873	9041
270.05994	9024
270.08112	9045
270.10233	9041
270.1235	9113
270.14471	9171
270.16589	9192
270.1871	9169
270.20828	9215
270.22949	9235
270.25067	9190
270.27188	9164
270.29306	9133
270.31427	9174
270.33545	9175
270.35666	9162
270.37784	9084
270.39902	9133
270.42023	9114
270.44141	9055
270.46262	9087
270.4838	9114
270.505	9133
270.52618	9158
270.54736	9075
270.56857	9100
270.58975	9123
270.61096	9207
270.63214	9223
270.65332	9298
270.67453	9324
270.69571	9333
270.71689	9254
270.7381	9272
270.75928	9243
270.78046	9230
270.80167	9229
270.82285	9299
270.84402	9306
270.86523	9224
