Date and Time:                Sat Jan 28 16:12:57.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20452
268.42731	19452
268.44852	19451
268.46973	19390
268.49094	19520
268.51215	19752
268.53336	19662
268.55457	19554
268.57578	19474
268.59698	19466
268.61819	19390
268.6394	19183
268.66061	19158
268.68179	19138
268.703	19256
268.72421	19224
268.74542	19310
268.76663	19360
268.78784	19402
268.80905	19385
268.83026	19297
268.85147	19369
268.87268	19347
268.89389	19342
268.91507	19297
268.93628	19309
268.95749	19295
268.9787	19268
268.99991	19305
269.02112	19258
269.04233	19436
269.06351	19448
269.08472	19479
269.10593	19389
269.12714	19343
269.14835	19396
269.16953	19396
269.19073	19469
269.21194	19490
269.23315	19558
269.25436	19465
269.27554	19359
269.29675	19225
269.31796	19219
269.33917	19307
269.36035	19419
269.38156	19495
269.40277	19472
269.42398	19389
269.44516	19344
269.46637	19285
269.48758	19303
269.50876	19360
269.52997	19407
269.55118	19463
269.57236	19380
269.59357	19270
269.61478	19355
269.63599	19357
269.65717	19453
269.67838	19437
269.69955	19474
269.72076	19417
269.74197	19494
269.76315	19397
269.78436	19437
269.80557	19343
269.82675	19293
269.84796	19081
269.86914	18934
269.89035	18835
269.91156	18863
269.93274	18832
269.95395	18858
269.97513	18833
269.99634	18816
270.01752	18803
270.03873	18777
270.05994	18813
270.08112	18799
270.10233	18819
270.1235	18949
270.14471	19094
270.16589	19174
270.1871	19229
270.20828	19171
270.22949	19215
270.25067	19195
270.27188	19027
270.29306	19121
270.31427	19217
270.33545	19107
270.35666	19163
270.37784	19101
270.39902	19108
270.42023	19064
270.44141	19033
270.46262	19066
270.4838	19150
270.505	19242
270.52618	19322
270.54736	19121
270.56857	19124
270.58975	19286
270.61096	19364
270.63214	19552
270.65332	19626
270.67453	19794
270.69571	19764
270.71689	19674
270.7381	19686
270.75928	19652
270.78046	19637
270.80167	19780
270.82285	19821
270.84402	19864
270.86523	19830
