Date and Time:                Mon Oct 17 14:43:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	308
258.67709	301
258.69836	303
258.7196	300
258.74088	308
258.76215	307
258.78339	302
258.80466	295
258.8259	299
258.84717	300
258.86841	305
258.88968	309
258.91092	303
258.93219	311
258.95343	305
258.9747	302
258.99594	303
259.01721	302
259.03845	303
259.05969	307
259.08096	304
259.1022	303
259.12347	305
259.14471	303
259.16599	300
259.18723	309
259.2085	304
259.22974	302
259.25098	304
259.27225	300
259.29349	303
259.31473	305
259.336	306
259.35724	304
259.37851	304
259.39975	301
259.42099	307
259.44226	304
259.4635	306
259.48474	300
259.50601	306
259.52725	303
259.54849	299
259.56976	305
259.591	306
259.61224	305
259.63351	302
259.65475	304
259.67599	305
259.69724	303
259.71851	303
259.73975	305
259.76099	306
259.78223	294
259.8035	300
259.82474	302
259.84598	301
259.86722	303
259.88849	300
259.90973	306
259.93097	305
259.95221	304
259.97345	304
259.99472	305
260.01596	301
260.0372	299
260.05844	300
260.07968	307
260.10095	301
260.12219	297
260.14343	299
260.16467	303
260.18591	298
260.20715	307
260.22839	304
260.24966	301
260.2709	302
260.29214	300
260.31339	300
260.33463	304
260.35587	302
260.37711	300
260.39835	301
260.41959	305
260.44083	305
260.46207	304
260.48331	301
260.50458	305
260.52582	299
260.54706	304
260.5683	304
260.58954	309
260.61078	307
260.63202	308
260.65326	304
260.6745	296
260.69574	307
260.71698	296
260.73822	304
260.75946	308
260.7807	302
260.80194	305
260.82318	312
260.84442	301
260.86563	297
260.88687	300
260.90811	301
260.92935	302
260.95059	302
260.97183	313
260.99307	307
261.01431	304
261.03555	301
261.05679	299
261.07803	298
261.09924	307
261.12048	301
261.14172	298
261.16296	303
261.1842	303
261.20544	300
261.22668	300
261.24789	302
261.26913	300
261.29037	301
261.31161	298
261.33286	303
261.3541	301
261.37531	304
261.39655	306
261.41779	305
261.43903	303
261.46027	308
