Date and Time:                Mon Oct 17 14:58:26.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	297
258.67709	297
258.69836	295
258.7196	303
258.74088	306
258.76215	305
258.78339	298
258.80466	297
258.8259	309
258.84717	301
258.86841	297
258.88968	298
258.91092	303
258.93219	304
258.95343	304
258.9747	300
258.99594	294
259.01721	298
259.03845	307
259.05969	297
259.08096	306
259.1022	299
259.12347	301
259.14471	301
259.16599	301
259.18723	295
259.2085	302
259.22974	305
259.25098	302
259.27225	298
259.29349	306
259.31473	300
259.336	306
259.35724	297
259.37851	299
259.39975	303
259.42099	303
259.44226	300
259.4635	306
259.48474	298
259.50601	300
259.52725	299
259.54849	303
259.56976	299
259.591	303
259.61224	298
259.63351	306
259.65475	311
259.67599	299
259.69724	301
259.71851	299
259.73975	299
259.76099	302
259.78223	293
259.8035	306
259.82474	298
259.84598	298
259.86722	301
259.88849	307
259.90973	299
259.93097	302
259.95221	302
259.97345	304
259.99472	300
260.01596	301
260.0372	295
260.05844	305
260.07968	308
260.10095	305
260.12219	305
260.14343	302
260.16467	298
260.18591	298
260.20715	298
260.22839	299
260.24966	307
260.2709	304
260.29214	300
260.31339	304
260.33463	302
260.35587	307
260.37711	298
260.39835	306
260.41959	302
260.44083	293
260.46207	300
260.48331	305
260.50458	308
260.52582	303
260.54706	299
260.5683	301
260.58954	296
260.61078	302
260.63202	302
260.65326	301
260.6745	294
260.69574	298
260.71698	296
260.73822	302
260.75946	303
260.7807	302
260.80194	299
260.82318	306
260.84442	299
260.86563	299
260.88687	299
260.90811	299
260.92935	297
260.95059	299
260.97183	302
260.99307	306
261.01431	301
261.03555	301
261.05679	303
261.07803	297
261.09924	305
261.12048	296
261.14172	301
261.16296	299
261.1842	303
261.20544	300
261.22668	298
261.24789	303
261.26913	299
261.29037	306
261.31161	301
261.33286	305
261.3541	301
261.37531	297
261.39655	302
261.41779	298
261.43903	295
261.46027	302
