Date and Time:                Mon Oct 17 14:42:39.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	298
258.67709	302
258.69836	306
258.7196	302
258.74088	304
258.76215	306
258.78339	304
258.80466	313
258.8259	312
258.84717	303
258.86841	309
258.88968	300
258.91092	303
258.93219	306
258.95343	308
258.9747	310
258.99594	312
259.01721	305
259.03845	309
259.05969	299
259.08096	307
259.1022	304
259.12347	304
259.14471	300
259.16599	304
259.18723	301
259.2085	302
259.22974	307
259.25098	306
259.27225	305
259.29349	304
259.31473	302
259.336	303
259.35724	304
259.37851	310
259.39975	306
259.42099	309
259.44226	304
259.4635	305
259.48474	306
259.50601	303
259.52725	302
259.54849	305
259.56976	316
259.591	299
259.61224	301
259.63351	301
259.65475	306
259.67599	303
259.69724	301
259.71851	303
259.73975	299
259.76099	297
259.78223	305
259.8035	301
259.82474	303
259.84598	307
259.86722	301
259.88849	303
259.90973	314
259.93097	302
259.95221	309
259.97345	300
259.99472	308
260.01596	303
260.0372	308
260.05844	309
260.07968	302
260.10095	306
260.12219	305
260.14343	306
260.16467	305
260.18591	308
260.20715	305
260.22839	304
260.24966	306
260.2709	303
260.29214	305
260.31339	306
260.33463	301
260.35587	305
260.37711	299
260.39835	308
260.41959	304
260.44083	307
260.46207	304
260.48331	300
260.50458	305
260.52582	305
260.54706	299
260.5683	310
260.58954	303
260.61078	302
260.63202	305
260.65326	305
260.6745	307
260.69574	301
260.71698	296
260.73822	309
260.75946	306
260.7807	301
260.80194	303
260.82318	309
260.84442	302
260.86563	300
260.88687	301
260.90811	304
260.92935	305
260.95059	308
260.97183	301
260.99307	308
261.01431	309
261.03555	304
261.05679	299
261.07803	301
261.09924	305
261.12048	305
261.14172	300
261.16296	304
261.1842	301
261.20544	303
261.22668	306
261.24789	308
261.26913	306
261.29037	296
261.31161	313
261.33286	303
261.3541	306
261.37531	307
261.39655	305
261.41779	309
261.43903	307
261.46027	302
