Date and Time:                Mon Oct 17 14:58:38.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.18
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	297
258.67709	302
258.69836	298
258.7196	305
258.74088	307
258.76215	302
258.78339	303
258.80466	300
258.8259	303
258.84717	298
258.86841	298
258.88968	302
258.91092	300
258.93219	303
258.95343	301
258.9747	297
258.99594	308
259.01721	300
259.03845	301
259.05969	305
259.08096	303
259.1022	307
259.12347	304
259.14471	300
259.16599	306
259.18723	302
259.2085	311
259.22974	301
259.25098	309
259.27225	307
259.29349	300
259.31473	310
259.336	299
259.35724	298
259.37851	301
259.39975	304
259.42099	300
259.44226	301
259.4635	298
259.48474	303
259.50601	299
259.52725	299
259.54849	304
259.56976	303
259.591	301
259.61224	303
259.63351	296
259.65475	307
259.67599	305
259.69724	305
259.71851	298
259.73975	301
259.76099	302
259.78223	303
259.8035	302
259.82474	304
259.84598	297
259.86722	303
259.88849	304
259.90973	305
259.93097	304
259.95221	301
259.97345	299
259.99472	303
260.01596	303
260.0372	304
260.05844	301
260.07968	298
260.10095	299
260.12219	299
260.14343	303
260.16467	301
260.18591	303
260.20715	303
260.22839	296
260.24966	300
260.2709	302
260.29214	301
260.31339	306
260.33463	305
260.35587	295
260.37711	303
260.39835	297
260.41959	302
260.44083	300
260.46207	306
260.48331	297
260.50458	302
260.52582	300
260.54706	297
260.5683	304
260.58954	303
260.61078	300
260.63202	303
260.65326	301
260.6745	299
260.69574	303
260.71698	301
260.73822	298
260.75946	299
260.7807	303
260.80194	305
260.82318	298
260.84442	299
260.86563	302
260.88687	304
260.90811	305
260.92935	299
260.95059	304
260.97183	304
260.99307	300
261.01431	299
261.03555	303
261.05679	295
261.07803	300
261.09924	298
261.12048	300
261.14172	298
261.16296	296
261.1842	305
261.20544	302
261.22668	303
261.24789	304
261.26913	300
261.29037	297
261.31161	302
261.33286	308
261.3541	304
261.37531	296
261.39655	299
261.41779	308
261.43903	307
261.46027	303
