Date and Time:                Mon Oct 17 14:41:40.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	306
258.67709	300
258.69836	299
258.7196	305
258.74088	299
258.76215	304
258.78339	306
258.80466	303
258.8259	309
258.84717	302
258.86841	309
258.88968	306
258.91092	305
258.93219	307
258.95343	295
258.9747	304
258.99594	305
259.01721	308
259.03845	305
259.05969	303
259.08096	296
259.1022	310
259.12347	306
259.14471	307
259.16599	306
259.18723	302
259.2085	303
259.22974	304
259.25098	303
259.27225	306
259.29349	308
259.31473	306
259.336	301
259.35724	305
259.37851	308
259.39975	300
259.42099	307
259.44226	301
259.4635	305
259.48474	301
259.50601	311
259.52725	300
259.54849	308
259.56976	304
259.591	306
259.61224	303
259.63351	305
259.65475	304
259.67599	301
259.69724	306
259.71851	308
259.73975	309
259.76099	305
259.78223	303
259.8035	298
259.82474	301
259.84598	308
259.86722	308
259.88849	302
259.90973	309
259.93097	304
259.95221	303
259.97345	306
259.99472	301
260.01596	302
260.0372	299
260.05844	304
260.07968	307
260.10095	309
260.12219	305
260.14343	303
260.16467	305
260.18591	304
260.20715	306
260.22839	301
260.24966	302
260.2709	305
260.29214	305
260.31339	305
260.33463	304
260.35587	304
260.37711	301
260.39835	298
260.41959	303
260.44083	307
260.46207	305
260.48331	308
260.50458	301
260.52582	302
260.54706	302
260.5683	311
260.58954	303
260.61078	303
260.63202	299
260.65326	307
260.6745	302
260.69574	302
260.71698	304
260.73822	310
260.75946	303
260.7807	304
260.80194	309
260.82318	305
260.84442	299
260.86563	303
260.88687	308
260.90811	299
260.92935	313
260.95059	304
260.97183	310
260.99307	299
261.01431	302
261.03555	301
261.05679	305
261.07803	301
261.09924	307
261.12048	303
261.14172	305
261.16296	301
261.1842	304
261.20544	307
261.22668	302
261.24789	304
261.26913	306
261.29037	310
261.31161	300
261.33286	304
261.3541	302
261.37531	305
261.39655	311
261.41779	304
261.43903	306
261.46027	309
