Date and Time:                Mon Oct 17 14:47:13.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              280.3
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



258.65585	302
258.67709	306
258.69836	303
258.7196	308
258.74088	303
258.76215	307
258.78339	300
258.80466	302
258.8259	304
258.84717	301
258.86841	301
258.88968	301
258.91092	305
258.93219	306
258.95343	302
258.9747	303
258.99594	305
259.01721	307
259.03845	307
259.05969	302
259.08096	307
259.1022	307
259.12347	304
259.14471	304
259.16599	298
259.18723	301
259.2085	302
259.22974	308
259.25098	308
259.27225	298
259.29349	305
259.31473	304
259.336	308
259.35724	304
259.37851	304
259.39975	303
259.42099	307
259.44226	303
259.4635	304
259.48474	306
259.50601	298
259.52725	302
259.54849	303
259.56976	302
259.591	303
259.61224	300
259.63351	302
259.65475	302
259.67599	299
259.69724	306
259.71851	303
259.73975	305
259.76099	301
259.78223	302
259.8035	304
259.82474	308
259.84598	310
259.86722	304
259.88849	296
259.90973	302
259.93097	300
259.95221	304
259.97345	301
259.99472	300
260.01596	300
260.0372	298
260.05844	308
260.07968	306
260.10095	303
260.12219	309
260.14343	298
260.16467	300
260.18591	306
260.20715	300
260.22839	307
260.24966	300
260.2709	302
260.29214	298
260.31339	305
260.33463	305
260.35587	299
260.37711	304
260.39835	311
260.41959	298
260.44083	296
260.46207	297
260.48331	304
260.50458	302
260.52582	301
260.54706	298
260.5683	302
260.58954	305
260.61078	307
260.63202	302
260.65326	299
260.6745	303
260.69574	299
260.71698	304
260.73822	299
260.75946	299
260.7807	303
260.80194	306
260.82318	307
260.84442	304
260.86563	301
260.88687	297
260.90811	302
260.92935	298
260.95059	303
260.97183	301
260.99307	303
261.01431	304
261.03555	303
261.05679	304
261.07803	298
261.09924	298
261.12048	306
261.14172	301
261.16296	303
261.1842	300
261.20544	302
261.22668	305
261.24789	300
261.26913	306
261.29037	301
261.31161	304
261.33286	307
261.3541	306
261.37531	304
261.39655	297
261.41779	296
261.43903	303
261.46027	296
