Date and Time:                Mon Apr 25 13:05:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	813
388.15466	792
388.16342	764
388.17215	775
388.18091	782
388.18967	767
388.19843	751
388.20715	766
388.21591	744
388.22467	757
388.2334	757
388.24216	788
388.25092	766
388.25967	764
388.2684	746
388.27716	751
388.28592	770
388.29465	738
388.30341	797
388.31216	759
388.32089	730
388.32965	749
388.33838	786
388.34714	744
388.3559	751
388.36462	765
388.37338	743
388.38214	737
388.39087	717
388.39963	724
388.40836	715
388.41711	743
388.42587	738
388.4346	745
388.44336	753
388.45209	752
388.46085	749
388.46957	748
388.47833	772
388.48706	771
388.49582	716
388.50455	756
388.51331	731
388.52203	726
388.53079	753
388.53952	742
388.54828	731
388.55701	705
388.56577	765
388.57449	727
388.58325	712
388.59198	731
388.60074	739
388.60947	736
388.61823	748
388.62695	749
388.63571	737
388.64444	765
388.65317	738
388.66193	706
388.67065	744
388.67941	719
388.68814	783
388.69687	703
388.70563	715
388.71436	703
388.72311	728
388.73184	733
388.74057	776
388.74933	740
388.75806	721
388.76678	726
388.77554	771
388.78427	713
388.793	737
388.80176	751
388.81049	728
388.81921	703
388.82797	720
388.8367	720
388.84543	702
388.85416	727
388.86292	696
388.87164	704
388.88037	696
388.88913	709
388.89786	709
388.90659	720
388.91531	717
388.92407	723
388.9328	709
388.94153	686
388.95026	723
388.95898	705
388.96774	691
388.97647	687
388.9852	727
388.99393	696
389.00266	686
389.01141	692
389.02014	698
389.02887	670
389.0376	682
389.04633	704
389.05505	682
389.06378	695
389.07254	680
389.08127	691
389.09	736
389.09872	746
389.10745	681
389.11618	686
389.12491	691
389.13364	675
389.14236	729
389.15112	1010
389.15985	710
389.16858	707
389.17731	681
389.18604	714
389.19476	661
389.20349	673
389.21222	679
389.22095	687
389.22968	669
389.2384	715
389.24713	682
389.25586	668
389.26459	668
389.27332	715
389.28204	692
389.29077	672
389.2995	659
389.30823	672
