Date and Time:                Mon Apr 25 12:45:01.000 2022
389.31696	304
389.32568	303
389.33441	301
389.34314	301
389.35187	300
389.3606	298
389.36932	308
389.37802	300
389.38675	300
389.39548	301
389.40421	297
389.41293	302
389.42166	302
389.43039	309
389.43912	301
389.44785	307
389.45654	306
389.46527	306
389.474	303
389.48273	308
389.49146	303
389.50018	299
389.50891	310
389.51761	300
389.52634	300
389.53506	300
389.54379	305
389.55252	303
389.56122	308
389.56995	304
389.57867	295
389.5874	305
389.59613	303
389.60483	306
389.61356	305
389.62228	306
389.63101	299
389.63971	305
389.64844	307
389.65717	306
389.66586	304
389.67459	306
389.68332	304
389.69205	302
389.70074	299
389.70947	303
389.7182	304
389.7269	302
389.73563	312
389.74435	303
389.75305	305
389.76178	313
389.77051	303
389.77921	300
389.78793	306
389.79666	298
389.80536	306
389.81409	309
389.82278	305
389.83151	303
389.84024	309
389.84894	309
389.85767	300
389.86636	310
389.87509	306
389.88382	306
389.89252	304
389.90125	301
389.90994	309
389.91867	311
389.92737	300
389.9361	302
389.94479	303
389.95352	302
389.96222	298
389.97095	304
389.97964	302
389.98837	304
389.99707	302
390.0058	301
390.0145	305
390.02322	307
390.03192	304
390.04065	300
390.04935	301
390.05807	307
390.06677	305
390.0755	301
390.0842	310
390.0929	305
390.10162	305
390.11032	304
390.11905	301
390.12775	301
390.13644	307
390.14517	298
390.15387	305
390.1626	301
390.1713	302
390.17999	299
390.18872	305
390.19742	303
390.20612	304
390.21484	300
390.22354	300
390.23224	299
390.24097	301
390.24966	304
390.25836	304
390.26709	306
390.27579	303
390.28448	307
390.29318	304
390.30191	302
390.31061	301
390.31931	303
390.32803	304
390.33673	297
390.34543	298
390.35413	303
390.36285	301
390.37155	299
390.38025	305
390.38895	305
390.39764	309
390.40637	298
390.41507	304
390.42377	300
390.43246	303
390.44116	307
390.44989	301
390.45859	306
390.46729	303
390.47598	304
390.48468	300
390.49338	305
390.50208	301
390.5108	303
390.5195	299
390.5282	302
390.5369	309
390.54559	305
390.55429	310
390.56299	306
390.57169	305
390.58038	309
390.58908	306
390.59781	302
390.60651	296
390.6152	302
390.6239	304
390.6326	301
390.6413	300
390.64999	302
390.65869	300
390.66739	304
390.67609	304
390.68478	297
390.69348	302
390.70218	304
390.71088	301
390.71957	304
390.72827	298
390.73697	303
390.74567	305
390.75436	298
390.76306	307
390.77176	303
390.78046	304
390.78912	301
390.79782	299
390.80652	304
390.81522	303
390.82391	301
390.83261	304
390.84131	300
390.85001	307
390.8587	312
390.8674	298
390.87607	307
390.88477	306
390.89346	300
390.90216	299
390.91086	292
390.91956	307
390.92825	305
390.93692	305
390.94562	301
390.95432	303
390.96301	305
390.97171	305
390.98038	304
390.98907	299
390.99777	304
391.00647	304
391.01517	302
391.02383	306
391.03253	309
391.04123	302
391.04993	303
391.05859	312
391.06729	300
391.07599	300
391.08469	308
391.09335	311
391.10205	305
391.11075	308
391.11942	302
391.12811	306
391.13681	299
391.14548	307
391.15417	305
391.16287	309
391.17154	305
391.18024	304
391.18893	302
391.1976	302
391.2063	309
391.215	306
391.22366	303
391.23236	305
391.24106	306
391.24973	309
391.25842	303
391.26709	310
391.27579	301
391.28448	304
391.29315	298
391.30185	302
391.31052	307
391.31921	308
391.32788	301
391.33658	304
391.34525	307
391.35394	305
391.36261	304
391.37131	307
391.38	300
391.38867	299
391.39737	303
391.40604	304
391.41473	299
391.4234	303
391.43207	309
391.44077	304
391.44943	301
391.45813	307
391.4668	302
391.47549	297
391.48416	305
391.49286	298
391.50153	296
391.51019	306
391.51889	297
391.52756	304
391.53625	305
391.54492	306
391.55359	299
391.56229	309
391.57095	309
391.57965	299
391.58832	301
391.59698	305
391.60568	305
391.61435	300
391.62302	302
391.63171	302
391.64038	305
391.64905	306
391.65775	307
391.66641	305
391.67508	302
391.68378	303
391.69244	307
391.70111	304
391.70978	302
391.71848	299
391.72714	300
391.73581	304
391.74451	305
391.75317	305
391.76184	305
391.77051	301
391.77917	305
391.78787	304
391.79654	304
391.80521	308
391.81387	305
391.82257	306
391.83124	301
391.8399	303
391.84857	304
391.85724	302
391.86591	300
391.8746	301
391.88327	305
391.89194	303
391.9006	303
391.90927	307
391.91794	307
391.92661	300
391.9353	305
391.94397	300
391.95264	303
391.9613	303
391.96997	305
391.97864	312
391.9873	303
391.99597	300
392.00464	305
392.01331	301
392.02197	307
392.03064	304
392.03931	304
392.04797	306
392.05664	307
392.06534	304
392.07401	300
392.08267	304
392.09134	310
392.10001	304
392.10867	304
392.11734	300
392.12598	309
392.13464	303
392.14331	303
392.15198	304
392.16064	306
392.16931	302
392.17798	303
392.18665	303
392.19531	300
392.20398	306
392.21265	305
392.22131	299
392.22998	303
392.23865	303
392.24731	303
392.25595	301
392.26462	302
392.27328	305
392.28195	298
392.29062	304
392.29929	302
392.30795	306
392.31659	304
392.32526	304
392.33392	306
392.34259	303
392.35126	298
392.35992	302
392.36856	301
392.37723	306
392.38589	301
392.39456	306
392.40323	305
392.41187	304
392.42053	303
392.4292	299
392.43787	304
392.4465	302
392.45517	299
392.46384	307
392.4725	303
392.48114	300
392.48981	305
392.49847	299
392.50711	305
392.51578	303
392.52444	308
392.53308	301
392.54175	305
392.55042	301
392.55905	308
392.56772	306
392.57639	303
392.58502	306
392.59369	301
392.60236	307
392.61099	298
392.61966	311
392.62833	303
392.63696	306
392.64563	297
392.65427	310
392.66293	299
392.6716	302
392.68024	304
392.6889	302
392.69754	300
392.70621	302
392.71484	299
392.72351	306
392.73215	301
392.74081	301
392.74948	301
392.75812	297
392.76678	300
392.77542	305
392.78409	304
392.79272	303
392.80139	304
392.81003	301
392.8187	301
392.82733	310
392.83597	304
392.84464	299
392.85327	304
392.86194	307
392.87057	306
392.87924	305
392.88788	302
392.89655	301
392.90518	299
392.91382	305
392.92249	305
392.93112	307
392.93979	303
392.94843	303
392.95706	302
392.96573	307
392.97437	306
392.983	296
392.99167	301
393.00031	308
393.00894	300
393.01761	310
393.02625	307
393.03488	302
393.04355	304
393.05219	300
393.06082	307
393.06949	303
393.07813	303
393.08676	294
393.09543	300
393.10406	303
393.1127	303
393.12134	305
393.13	307
393.13864	305
393.14728	307
393.15591	305
393.16455	302
393.17322	304
393.18185	307
393.19049	304
393.19913	302
393.20779	304
393.21643	298
393.22507	293
393.2337	302
393.24234	303
393.25098	306
393.25964	305
393.26828	304
393.27692	306
393.28555	304
393.29419	298
393.30283	303
393.31146	303
393.3201	301
393.32877	301
393.3374	309
393.34604	300
393.35468	304
393.36331	301
393.37195	304
393.38058	307
393.38922	304
393.39786	306
393.40649	303
393.41513	304
393.42377	305
393.4324	306
393.44104	309
393.44968	298
393.45831	307
393.46695	302
393.47559	308
393.48422	301
393.49286	301
393.5015	306
393.51013	303
393.51877	298
393.5274	305
393.53604	300
393.54468	300
393.55331	308
393.56195	308
393.57059	295
393.57922	301
393.58786	302
393.5965	299
393.60513	300
393.61374	299
393.62238	305
393.63101	308
393.63965	310
393.64828	303
393.65692	308
393.66556	302
393.67419	299
393.6828	306
393.69144	303
393.70007	309
393.70871	304
393.71735	307
393.72598	305
393.73459	303
393.74323	306
393.75186	303
393.7605	300
393.76913	301
393.77774	305
393.78638	308
393.79501	303
393.80365	300
393.81226	310
393.82089	308
393.82953	305
393.83817	308
393.84677	304
393.85541	307
393.86404	302
393.87265	300
393.88129	304
393.88992	308
393.89853	304
393.90717	308
393.9158	305
393.92444	304
393.93304	301
393.94168	304
393.95029	304
393.95892	300
393.96756	305
393.97617	302
393.9848	300
393.99344	297
394.00204	310
394.01068	302
394.01929	303
394.02792	306
394.03656	304
394.04517	306
394.0538	310
394.06241	308
394.07104	299
394.07965	306
394.08829	306
394.09689	303
394.10553	304
394.11417	305
394.12277	307
394.13141	308
394.14001	304
394.14865	301
394.15726	302
394.16589	296
394.1745	308
394.18314	307
394.19174	307
394.20035	305
394.20898	306
394.21759	300
394.22623	308
394.23483	308
394.24347	301
394.25208	305
394.26071	310
394.26932	302
394.27792	297
394.28656	300
394.29517	311
394.3038	310
394.31241	308
394.32101	307
394.32965	306
394.33826	308
394.34686	308
394.3555	308
394.36411	300
394.37271	304
394.38135	303
394.38995	311
394.39856	309
394.4072	308
394.4158	304
394.42441	304
394.43304	306
394.44165	310
394.45026	307
394.45886	300
394.4675	302
394.4761	309
394.48471	309
394.49332	305
394.50195	308
394.51056	304
394.51917	304
394.52777	308
394.53641	307
394.54501	299
394.55362	307
394.56223	308
394.57083	305
394.57944	308
394.58807	311
394.59668	303
394.60529	302
394.61389	304
394.6225	305
394.6311	301
394.63974	307
394.64835	301
394.65695	306
394.66556	310
394.67416	302
394.68277	308
394.69138	307
394.69998	305
394.70859	315
394.71719	300
394.72583	309
394.73444	300
394.74304	311
394.75165	307
394.76025	308
394.76886	301
394.77747	304
394.78607	308
394.79468	309
394.80328	310
394.81189	307
394.8205	305
394.8291	310
394.83771	305
394.84631	311
394.85492	307
394.86353	304
394.87213	307
394.88074	311
394.88934	300
394.89795	308
394.90656	309
394.91516	302
394.92374	309
394.93234	303
394.94095	309
394.94955	309
394.95816	311
394.96677	311
394.97537	309
394.98398	307
394.99258	310
395.00116	316
395.00977	310
395.01837	307
395.02698	309
395.03558	304
395.04419	315
395.0528	310
395.06137	313
395.06998	313
395.07858	304
395.08719	307
395.09579	307
395.10437	311
395.11298	307
395.12158	309
395.13019	306
395.13876	309
395.14737	302
395.15598	310
395.16458	309
395.17316	305
395.18176	305
395.19037	305
395.19897	310
395.20755	305
395.21616	308
395.22476	309
395.23334	308
395.24194	310
395.25055	308
395.25912	318
395.26773	312
395.27634	312
395.28491	308
395.29352	309
395.30212	307
395.3107	311
395.31931	306
395.32791	314
395.33649	307
395.34509	312
395.35367	305
395.36227	309
395.37088	311
395.37946	313
395.38806	312
395.39664	307
395.40524	311
395.41382	311
395.42242	313
395.431	313
395.43961	312
395.44821	315
395.45679	315
395.46539	311
395.47397	312
395.48257	305
395.49115	308
395.49976	312
395.50833	314
395.51694	307
395.52551	308
395.53409	314
395.54269	317
395.55127	316
395.55988	315
395.56845	313
395.57706	312
395.58563	314
395.59424	317
395.60281	310
395.61139	313
395.62	315
395.62857	320
395.63718	310
395.64575	313
395.65433	318
395.66293	314
395.67151	315
395.68008	314
395.68869	321
395.69727	315
395.70584	319
395.71445	315
395.72302	321
395.7316	308
395.7402	323
395.74878	316
395.75735	314
395.76596	314
395.77454	321
395.78311	323
395.79169	310
395.80029	318
395.80887	315
395.81744	317
395.82602	328
395.83463	316
395.8432	318
395.85178	319
395.86035	317
395.86893	325
395.87753	318
395.88611	318
395.89468	320
395.90326	323
395.91183	319
395.92044	325
395.92902	325
395.93759	319
395.94617	323
395.95474	330
395.96332	323
395.97192	322
395.9805	330
395.98907	325
395.99765	323
396.00623	317
396.0148	328
396.02338	323
396.03195	331
396.04053	325
396.0491	328
396.05768	328
396.06628	327
396.07486	338
396.08344	330
396.09201	328
396.10059	342
396.10916	340
396.11774	341
396.12631	342
396.13489	339
396.14346	342
396.15204	345
396.16061	346
396.16919	348
396.17776	346
396.18634	348
396.19492	351
396.20349	354
396.21207	355
396.22061	363
396.22919	362
396.23776	366
396.24634	376
396.25491	371
396.26349	374
396.27206	369
396.28064	378
396.28922	388
396.29779	386
396.30637	384
396.31491	392
396.32349	396
396.33206	409
396.34064	402
396.34921	410
396.35779	411
396.36636	417
396.37491	424
396.38348	435
396.39206	435
396.40063	445
396.40921	443
396.41776	451
396.42633	461
396.43491	468
396.44348	476
396.45203	483
396.4606	498
396.46918	502
396.47775	515
396.4863	524
396.49487	536
396.50345	556
396.51202	561
396.52057	589
396.52914	596
396.53772	619
396.54626	638
396.55484	669
396.56342	704
396.57199	731
396.58054	777
396.58911	809
396.59766	884
396.60623	923
396.61481	1029
396.62335	1108
396.63193	1205
396.6405	1350
396.64905	1534
396.65762	1735
396.66617	1975
396.67474	2354
396.68332	2753
396.69186	3277
396.70044	4017
396.70898	5011
396.71756	6268
396.72614	7858
396.73468	9938
396.74326	12508
396.7518	15542
396.76038	18882
396.76892	22444
396.7775	25990
396.78604	29548
396.79462	32826
396.80316	35617
396.81174	38104
396.82028	40647
396.82886	42403
396.8374	43273
396.84598	42999
396.85452	40699
396.8631	35975
396.87164	30016
396.88019	23623
396.88876	17749
396.89731	13384
396.90588	10106
396.91443	7421
396.92297	5552
396.93155	4370
396.94009	3468
396.94867	2726
396.95721	2212
396.96576	1912
396.97433	1615
396.98288	1357
396.99142	1213
397	1100
397.00854	961
397.01709	856
397.02567	810
397.03421	750
397.04276	688
397.05133	658
397.05988	625
397.06842	589
397.077	549
397.08554	527
397.09409	513
397.10263	505
397.11121	469
397.11975	458
397.1283	461
397.13684	434
397.14542	434
397.15396	422
397.16251	411
397.17105	396
397.17963	394
397.18817	385
397.19672	378
397.20526	375
397.21381	373
397.22235	367
397.23093	362
397.23947	359
397.24802	352
397.25656	355
397.26511	351
397.27365	349
397.28223	342
397.29077	343
397.29932	346
397.30786	343
397.31641	342
397.32495	339
397.3335	340
397.34204	335
397.35059	330
397.35913	331
397.36768	337
397.37622	335
397.3848	328
397.39334	334
397.40189	334
397.41043	333
397.41898	328
397.42752	328
397.43607	329
397.44461	328
397.45316	326
397.4617	329
397.47025	326
397.47879	325
397.48734	331
397.49588	330
397.50439	328
397.51294	320
397.52148	323
397.53003	322
397.53857	331
397.54712	323
397.55566	318
397.56421	322
397.57275	321
397.5813	324
397.58984	320
397.59839	317
397.6069	323
397.61545	320
397.62399	321
397.63254	318
397.64108	321
397.64963	317
397.65817	323
397.66669	318
397.67523	324
397.68378	318
397.69232	319
397.70087	322
397.70938	322
397.71793	321
397.72647	317
397.73502	315
397.74356	321
397.75208	320
397.76062	315
397.76917	319
397.77771	318
397.78622	319
397.79477	322
397.80331	316
397.81183	310
397.82037	316
397.82892	314
397.83746	310
397.84598	314
397.85452	313
397.86307	313
397.87158	317
397.88013	319
397.88867	307
397.89719	319
397.90573	311
397.91425	318
397.92279	320
397.93134	317
397.93985	317
397.94839	317
397.95694	313
397.96545	315
397.974	314
397.98251	310
397.99106	313
397.99957	309
398.00812	306
398.01666	311
398.02518	313
398.03372	318
398.04224	314
398.05078	321
398.0593	313
398.06784	307
398.07635	309
398.0849	311
398.09341	313
398.10196	311
398.11047	308
398.11902	314
398.12753	310
398.13608	305
398.14459	310
398.15314	307
398.16165	308
398.17017	310
398.17871	314
398.18723	309
398.19577	313
398.20428	314
398.21283	310
398.22134	303
398.22986	316
398.2384	309
398.24692	310
398.25543	313
398.26398	313
398.27249	312
398.28104	308
398.28955	313
398.29807	310
398.30661	307
398.31512	311
398.32364	312
398.33215	307
398.3407	314
398.34921	303
398.35773	310
398.36627	318
398.37479	302
398.3833	314
398.39182	305
398.40036	308
398.40887	313
398.41739	303
398.4259	308
398.43445	305
398.44296	307
398.45148	303
398.45999	307
398.46851	301
398.47705	302
398.48557	308
398.49408	308
398.50259	307
398.51111	308
398.51965	304
398.52817	303
398.53668	309
398.5452	304
398.55371	311
398.56223	304
398.57074	314
398.57925	310
398.5878	300
398.59631	310
398.60483	305
398.61334	307
398.62186	308
398.63037	306
398.63889	308
398.6474	310
398.65591	310
398.66443	305
398.67294	307
398.68146	303
398.68997	302
398.69849	308
398.707	306
398.71552	306
398.72403	308
398.73254	307
398.74106	309
398.74957	310
398.75809	306
398.7666	304
398.77512	302
398.78363	308
398.79214	302
398.80066	304
398.80917	307
398.81769	305
398.8262	306
398.83472	308
398.84323	309
398.85175	305
398.86023	305
398.86874	306
398.87726	303
398.88577	305
398.89429	309
398.9028	301
398.91132	304
398.91983	306
398.92831	311
398.93683	306
398.94534	306
398.95386	305
398.96237	305
398.97086	308
398.97937	309
398.98788	304
398.9964	305
399.00491	313
399.0134	301
399.02191	306
399.03043	300
399.03894	305
399.04742	298
399.05594	305
399.06445	302
399.07297	304
399.08145	305
399.08997	306
399.09848	305
399.10696	302
399.11548	301
399.12399	305
399.13248	303
399.14099	310
399.14951	299
399.15799	310
399.1665	304
399.17502	307
399.1835	304
399.19202	305
399.20053	304
399.20901	305
399.21753	296
399.22601	305
399.23453	302
399.24304	297
399.25153	304
399.26004	311
399.26852	314
399.27704	309
399.28552	302
399.29404	302
399.30255	301
399.31104	307
399.31955	305
399.32803	306
399.33655	295
399.34503	303
399.35355	304
399.36203	299
399.37054	310
399.37903	309
399.38754	302
399.39603	304
399.40454	303
399.41302	302
399.42151	307
399.43002	305
399.43851	298
399.44702	303
399.45551	303
399.46402	308
399.4725	310
399.48099	309
399.4895	295
399.49799	310
399.5065	310
399.51498	307
399.52347	304
399.53198	306
399.54047	301
399.54895	303
399.55746	306
399.56595	305
399.57443	309
399.58295	309
399.59143	303
399.59991	300
399.60843	305
399.61691	308
399.6254	306
399.63388	307
399.6424	302
399.65088	305
399.65936	298
399.66785	303
399.67636	306
399.68484	301
399.69333	304
399.70181	307
399.71033	304
399.71881	307
399.72729	304
399.73578	302
399.74426	305
399.75278	306
399.76126	305
399.76974	304
399.77823	301
399.78671	311
399.7952	296
399.80371	308
399.81219	300
399.82068	296
399.82916	308
399.83765	299
399.84613	295
399.85461	305
399.8631	300
399.87158	301
399.88007	304
399.88858	302
399.89706	300
399.90555	305
399.91403	304
399.92252	299
399.931	301
399.93948	307
399.94797	299
399.95645	307
399.96494	311
399.97342	302
399.9819	305
399.99039	300
399.99887	302
400.00735	304
400.01584	304
400.02432	303
400.03281	302
400.04129	305
400.04977	303
400.05826	299
400.06674	303
400.0752	303
400.08368	302
400.09216	304
400.10065	303
400.10913	299
400.11761	303
400.1261	302
400.13458	301
400.14307	299
400.15152	301
400.16	305
400.16849	305
400.17697	299
400.18546	307
400.19394	305
400.20239	303
400.21088	300
400.21936	301
400.22784	299
400.23633	311
400.24478	302
400.25327	305
400.26175	303
400.27023	310
400.27872	298
400.28717	303
400.29565	304
400.30414	303
400.31259	309
400.32108	306
400.32956	301
400.33804	306
400.3465	307
400.35498	301
400.36346	301
400.37192	306
400.3804	302
400.38889	297
400.39734	301
400.40582	303
400.41431	303
400.42276	301
400.43124	306
400.43973	302
400.44818	308
400.45667	302
400.46512	301
400.4736	305
400.48209	302
400.49054	302
400.49902	305
400.50748	301
400.51596	306
400.52444	303
400.5329	298
400.54138	300
400.54984	307
400.55832	306
400.56677	298
400.57526	298
400.58371	297
400.59219	305
400.60065	299
400.60913	302
400.61758	306
400.62607	301
400.63452	300
400.64301	299
400.65146	306
400.65994	302
400.6684	305
400.67685	304
400.68533	301
400.69379	307
400.70227	307
400.71072	307
400.71921	305
400.72766	302
400.73611	306
400.7446	300
400.75305	301
400.76151	307
400.76999	303
400.77844	306
400.78693	306
400.79538	305
400.80383	302
400.81232	304
400.82077	308
400.82922	301
400.83768	304
400.84616	297
400.85461	300
400.86307	304
400.87155	299
400.88	304
400.88846	307
400.89691	300
400.9054	300
400.91385	304
400.9223	304
400.93076	300
400.93924	307
400.94769	296
400.95615	298
400.9646	304
400.97305	303
400.98154	303
400.98999	301
400.99844	302
401.0069	302
401.01535	305
401.0238	304
401.03229	307
401.04074	305
401.04919	307
401.05765	301
401.0661	303
401.07455	303
401.08301	309
401.09146	306
401.09995	300
401.1084	300
401.11685	291
401.12531	312
401.13376	301
401.14221	307
401.15067	304
401.15912	294
401.16757	302
401.17603	308
401.18448	306
401.19293	307
401.20139	303
401.20984	306
401.21829	301
401.22675	300
401.2352	309
401.24365	308
401.25211	307
401.26056	304
401.26901	301
401.27747	304
401.28592	302
401.29437	308
401.30283	308
401.31128	307
401.31973	296
401.32816	305
401.33661	299
401.34506	303
401.35352	308
401.36197	306
401.37042	305
401.37888	300
401.38733	304
401.39575	306
401.40421	298
401.41266	304
401.42111	302
401.42957	303
401.43802	301
401.44644	303
401.4549	306
401.46335	306
401.4718	301
401.48026	301
401.48868	303
401.49713	304
401.50558	307
401.51404	304
401.52246	302
401.53091	307
401.53937	304
401.54782	302
401.55624	299
401.5647	301
401.57315	300
401.58157	305
401.59003	306
401.59848	307
401.60693	304
401.61536	301
401.62381	306
401.63226	307
401.64069	306
401.64914	302
401.65756	309
401.66602	301
401.67447	305
401.68289	301
401.69135	306
401.6998	298
401.70822	303
401.71667	304
401.7251	301
401.73355	307
401.74197	305
401.75043	305
401.75888	302
401.7673	303
401.77576	303
401.78418	298
401.79263	305
401.80106	302
401.80951	300
401.81793	302
401.82639	302
401.83481	306
401.84326	305
401.85168	301
401.86014	303
401.86856	306
401.87701	304
401.88544	302
401.89386	298
401.90231	303
401.91074	300
401.91919	303
401.92761	298
401.93607	306
401.94449	303
401.95291	303
401.96136	297
401.96979	306
401.97821	303
401.98666	307
401.99509	298
402.00354	303
402.01196	304
402.02039	304
402.02884	303
402.03726	307
402.04568	302
402.05414	297
402.06256	296
402.07098	303
402.07941	304
402.08786	312
402.09628	307
402.10471	307
402.11316	302
402.12158	299
402.13	304
402.13843	298
402.14685	305
402.1553	305
402.16373	304
402.17215	308
402.18057	308
402.18903	301
402.19745	303
402.20587	303
402.21429	305
402.22272	302
402.23114	302
402.23959	305
402.24802	303
402.25644	295
402.26486	296
402.27328	301
402.28171	303
402.29013	307
402.29855	306
402.30701	302
402.31543	298
402.32385	302
402.33228	305
402.3407	306
402.34912	305
402.35754	307
402.36597	307
402.37439	303
402.38281	298
402.39124	307
402.39966	297
402.40808	308
402.4165	302
402.42493	306
402.43335	305
402.44177	298
402.4502	301
402.45862	303
402.46704	302
402.47546	300
402.48389	303
402.49231	303
402.50073	306
402.50916	306
402.51758	304
402.526	301
402.53442	304
402.54285	300
402.55124	307
402.55966	306
402.56808	302
402.57651	311
402.58493	305
402.59335	304
402.60178	307
402.6102	298
402.61859	308
402.62701	307
402.63544	302
402.64386	306
402.65228	300
402.66068	305
402.6691	303
402.67752	299
402.68594	306
402.69437	302
402.70276	300
402.71118	300
402.7196	305
402.72803	296
402.73642	305
402.74484	303
402.75327	300
402.76169	306
402.77008	303
402.7785	304
402.78693	300
402.79532	305
402.80374	306
402.81216	308
402.82056	299
402.82898	300
402.8374	306
402.84579	303
402.85422	303
402.86264	303
402.87103	310
402.87946	306
402.88788	302
402.89627	307
402.90469	303
402.91309	299
402.92151	301
402.92993	305
402.93832	300
402.94675	300
402.95514	304
402.96356	298
402.97195	302
402.98038	299
402.98877	304
402.99719	303
403.00562	302
403.01401	307
403.02243	306
403.03082	304
403.03925	303
403.04764	309
403.05603	298
403.06445	302
403.07285	303
403.08127	304
403.08966	307
403.09808	304
403.10648	304
403.1149	300
403.12329	295
403.13168	304
403.14011	300
403.1485	309
403.15692	301
403.16531	305
403.17371	304
403.18213	303
403.19052	307
403.19894	306
403.20734	297
403.21573	308
403.22415	307
403.23254	301
403.24094	303
403.24936	302
403.25775	302
403.26614	302
403.27454	298
403.28296	303
403.29135	303
403.29974	303
403.30817	300
403.31656	302
403.32495	305
403.33334	307
403.34174	301
403.35016	302
403.35855	302
403.36694	302
403.37534	306
403.38376	300
403.39215	309
403.40054	305
403.40894	309
403.41733	307
403.42572	303
403.43414	300
403.44254	300
403.45093	298
403.45932	304
403.46771	304
403.4761	308
403.4845	306
403.49292	300
403.50131	306
403.5097	305
403.5181	307
403.52649	301
403.53488	304
403.54327	305
403.55167	302
403.56006	301
403.56845	300
403.57684	300
403.58524	303
403.59363	302
403.60202	303
403.61041	307
403.6188	299
403.6272	303
403.63559	300
403.64398	313
403.65237	306
403.66077	304
403.66916	307
403.67755	300
403.68594	298
403.69434	302
403.70273	301
403.71112	311
403.71951	299
403.72791	299
403.7363	300
403.74469	295
403.75305	298
403.76144	301
403.76984	307
403.77823	299
403.78662	309
403.79501	302
403.80341	303
403.81177	302
403.82016	300
403.82855	303
403.83694	305
403.84534	296
403.85373	302
403.86209	304
403.87048	306
403.87888	306
403.88727	305
403.89563	302
403.90402	298
403.91241	295
403.92081	307
403.92917	305
403.93756	300
403.94595	303
403.95435	300
403.96271	299
403.9711	299
403.97949	305
403.98785	304
403.99625	304
404.00464	301
404.01303	304
404.02139	306
404.02979	304
404.03815	305
404.04654	305
404.05493	303
404.06329	302
404.07169	308
404.08008	301
404.08844	301
404.09683	300
404.10519	302
404.11359	312
404.12198	301
404.13034	304
404.13873	303
404.14709	304
404.15549	301
404.16385	306
404.17224	304
404.1806	300
404.189	304
404.19736	304
404.20575	305
404.21411	303
404.2225	306
404.23087	304
404.23926	301
404.24762	303
404.25601	304
404.26437	303
404.27277	303
404.28113	307
404.28952	306
404.29788	309
404.30624	296
404.31464	306
404.323	300
404.33139	297
404.33975	301
404.34811	306
404.35651	302
404.36487	299
404.37326	302
404.38162	300
404.38998	309
404.39838	307
404.40674	299
404.4151	301
404.42349	303
404.43185	302
404.44022	303
404.44861	307
404.45697	307
404.46533	300
404.47369	303
404.48209	303
404.49045	302
404.49881	299
404.50717	301
404.51556	301
404.52393	304
404.53229	301
404.54065	301
404.54904	304
404.5574	302
404.56577	305
404.57413	303
404.58249	296
404.59088	301
404.59924	305
404.6076	302
404.61597	298
404.62433	301
404.63269	306
