Date and Time:                Mon Apr 25 13:35:22.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	458
388.15466	446
388.16342	439
388.17215	440
388.18091	437
388.18967	442
388.19843	435
388.20715	432
388.21591	429
388.22467	437
388.2334	438
388.24216	446
388.25092	435
388.25967	431
388.2684	432
388.27716	437
388.28592	440
388.29465	427
388.30341	452
388.31216	433
388.32089	436
388.32965	437
388.33838	437
388.34714	430
388.3559	429
388.36462	443
388.37338	436
388.38214	430
388.39087	424
388.39963	424
388.40836	419
388.41711	430
388.42587	429
388.4346	434
388.44336	435
388.45209	437
388.46085	424
388.46957	433
388.47833	426
388.48706	433
388.49582	428
388.50455	436
388.51331	428
388.52203	426
388.53079	439
388.53952	438
388.54828	432
388.55701	424
388.56577	436
388.57449	432
388.58325	419
388.59198	422
388.60074	429
388.60947	432
388.61823	438
388.62695	432
388.63571	422
388.64444	440
388.65317	429
388.66193	416
388.67065	436
388.67941	424
388.68814	445
388.69687	425
388.70563	428
388.71436	418
388.72311	424
388.73184	426
388.74057	445
388.74933	426
388.75806	428
388.76678	428
388.77554	447
388.78427	419
388.793	427
388.80176	433
388.81049	435
388.81921	418
388.82797	430
388.8367	418
388.84543	428
388.85416	425
388.86292	418
388.87164	423
388.88037	422
388.88913	419
388.89786	423
388.90659	421
388.91531	418
388.92407	421
388.9328	422
388.94153	418
388.95026	424
388.95898	415
388.96774	410
388.97647	420
388.9852	421
388.99393	417
389.00266	421
389.01141	417
389.02014	421
389.02887	408
389.0376	420
389.04633	425
389.05505	409
389.06378	409
389.07254	411
389.08127	417
389.09	428
389.09872	436
389.10745	413
389.11618	415
389.12491	413
389.13364	407
389.14236	415
389.15112	418
389.15985	406
389.16858	413
389.17731	412
389.18604	416
389.19476	407
389.20349	410
389.21222	407
389.22095	414
389.22968	404
389.2384	421
389.24713	415
389.25586	399
389.26459	410
389.27332	424
389.28204	411
389.29077	415
389.2995	404
389.30823	410
