Date and Time:                Mon Apr 25 13:30:18.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         60
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	477
388.15466	483
388.16342	450
388.17215	458
388.18091	468
388.18967	464
388.19843	454
388.20715	453
388.21591	451
388.22467	459
388.2334	462
388.24216	468
388.25092	461
388.25967	458
388.2684	463
388.27716	453
388.28592	463
388.29465	455
388.30341	468
388.31216	460
388.32089	463
388.32965	455
388.33838	469
388.34714	454
388.3559	452
388.36462	460
388.37338	456
388.38214	451
388.39087	442
388.39963	444
388.40836	448
388.41711	456
388.42587	455
388.4346	452
388.44336	462
388.45209	461
388.46085	456
388.46957	464
388.47833	464
388.48706	466
388.49582	453
388.50455	458
388.51331	453
388.52203	442
388.53079	461
388.53952	454
388.54828	458
388.55701	441
388.56577	462
388.57449	454
388.58325	448
388.59198	456
388.60074	451
388.60947	458
388.61823	452
388.62695	458
388.63571	451
388.64444	457
388.65317	459
388.66193	444
388.67065	455
388.67941	446
388.68814	480
388.69687	437
388.70563	446
388.71436	444
388.72311	452
388.73184	460
388.74057	464
388.74933	461
388.75806	453
388.76678	454
388.77554	469
388.78427	445
388.793	455
388.80176	454
388.81049	456
388.81921	443
388.82797	447
388.8367	455
388.84543	445
388.85416	457
388.86292	443
388.87164	436
388.88037	445
388.88913	444
388.89786	447
388.90659	448
388.91531	450
388.92407	446
388.9328	449
388.94153	437
388.95026	449
388.95898	442
388.96774	444
388.97647	436
388.9852	456
388.99393	446
389.00266	441
389.01141	440
389.02014	447
389.02887	438
389.0376	446
389.04633	440
389.05505	442
389.06378	447
389.07254	449
389.08127	431
389.09	452
389.09872	461
389.10745	447
389.11618	444
389.12491	439
389.13364	436
389.14236	448
389.15112	446
389.15985	439
389.16858	446
389.17731	441
389.18604	448
389.19476	431
389.20349	430
389.21222	438
389.22095	436
389.22968	433
389.2384	461
389.24713	449
389.25586	430
389.26459	443
389.27332	452
389.28204	438
389.29077	438
389.2995	428
389.30823	437
