Date and Time:                Mon Apr 25 13:20:24.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         120
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	690
388.15466	660
388.16342	651
388.17215	649
388.18091	658
388.18967	658
388.19843	644
388.20715	645
388.21591	637
388.22467	626
388.2334	642
388.24216	662
388.25092	648
388.25967	651
388.2684	632
388.27716	646
388.28592	644
388.29465	641
388.30341	676
388.31216	633
388.32089	638
388.32965	649
388.33838	658
388.34714	637
388.3559	650
388.36462	635
388.37338	633
388.38214	639
388.39087	619
388.39963	633
388.40836	621
388.41711	635
388.42587	627
388.4346	636
388.44336	636
388.45209	650
388.46085	638
388.46957	641
388.47833	659
388.48706	669
388.49582	621
388.50455	659
388.51331	622
388.52203	630
388.53079	654
388.53952	637
388.54828	631
388.55701	613
388.56577	660
388.57449	625
388.58325	627
388.59198	627
388.60074	625
388.60947	638
388.61823	636
388.62695	637
388.63571	647
388.64444	659
388.65317	640
388.66193	622
388.67065	642
388.67941	609
388.68814	674
388.69687	623
388.70563	630
388.71436	614
388.72311	636
388.73184	625
388.74057	663
388.74933	642
388.75806	624
388.76678	632
388.77554	663
388.78427	622
388.793	642
388.80176	639
388.81049	640
388.81921	613
388.82797	623
388.8367	636
388.84543	656
388.85416	698
388.86292	608
388.87164	617
388.88037	606
388.88913	618
388.89786	617
388.90659	631
388.91531	618
388.92407	630
388.9328	615
388.94153	617
388.95026	617
388.95898	618
388.96774	608
388.97647	606
388.9852	634
388.99393	613
389.00266	612
389.01141	615
389.02014	611
389.02887	596
389.0376	608
389.04633	616
389.05505	597
389.06378	608
389.07254	604
389.08127	600
389.09	643
389.09872	648
389.10745	593
389.11618	607
389.12491	612
389.13364	606
389.14236	610
389.15112	613
389.15985	601
389.16858	620
389.17731	604
389.18604	611
389.19476	589
389.20349	588
389.21222	599
389.22095	601
389.22968	594
389.2384	631
389.24713	606
389.25586	586
389.26459	593
389.27332	627
389.28204	607
389.29077	605
389.2995	590
389.30823	605
