Date and Time:                Mon Apr 25 13:40:32.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.12
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	39056
388.15466	37842
388.16342	38199
388.17215	38393
388.18091	38304
388.18967	38625
388.19843	38214
388.20715	38370
388.21591	38396
388.22467	38357
388.2334	38408
388.24216	38559
388.25092	38367
388.25967	38577
388.2684	38376
388.27716	38304
388.28592	38191
388.29465	38457
388.30341	38603
388.31216	38478
388.32089	38328
388.32965	38153
388.33838	38130
388.34714	38267
388.3559	37854
388.36462	37803
388.37338	37959
388.38214	37582
388.39087	37602
388.39963	37746
388.40836	37914
388.41711	37825
388.42587	37957
388.4346	38152
388.44336	37797
388.45209	37768
388.46085	37652
388.46957	37748
388.47833	37736
388.48706	37962
388.49582	37741
388.50455	37963
388.51331	37912
388.52203	38046
388.53079	38077
388.53952	38139
388.54828	37819
388.55701	37882
388.56577	37936
388.57449	37962
388.58325	38036
388.59198	38266
388.60074	38193
388.60947	38212
388.61823	38032
388.62695	38061
388.63571	37980
388.64444	37845
388.65317	38048
388.66193	38429
388.67065	38225
388.67941	37871
388.68814	38024
388.69687	38302
388.70563	38014
388.71436	37903
388.72311	38180
388.73184	38142
388.74057	37872
388.74933	37887
388.75806	38146
388.76678	37994
388.77554	37890
388.78427	37788
388.793	38110
388.80176	37966
388.81049	37791
388.81921	37899
388.82797	37801
388.8367	37692
388.84543	37702
388.85416	37363
388.86292	37686
388.87164	37331
388.88037	37420
388.88913	37518
388.89786	37603
388.90659	37593
388.91531	37329
388.92407	37569
388.9328	37581
388.94153	37280
388.95026	37561
388.95898	37723
388.96774	37756
388.97647	37852
388.9852	37863
388.99393	37776
389.00266	37814
389.01141	37709
389.02014	37850
389.02887	37855
389.0376	37806
389.04633	37762
389.05505	37864
389.06378	37546
389.07254	37505
389.08127	37528
389.09	37703
389.09872	37640
389.10745	37965
389.11618	38227
389.12491	38110
389.13364	38004
389.14236	37801
389.15112	37967
389.15985	38233
