Date and Time:                Mon Apr 25 12:56:48.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.12
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	38945
388.15466	37865
388.16342	38264
388.17215	38457
388.18091	38400
388.18967	38716
388.19843	38264
388.20715	38371
388.21591	38398
388.22467	38403
388.2334	38517
388.24216	38681
388.25092	38371
388.25967	38538
388.2684	38464
388.27716	38419
388.28592	38235
388.29465	38480
388.30341	38611
388.31216	38554
388.32089	38411
388.32965	38308
388.33838	38264
388.34714	38370
388.3559	37944
388.36462	37912
388.37338	37996
388.38214	37584
388.39087	37656
388.39963	37905
388.40836	37974
388.41711	37966
388.42587	38065
388.4346	38207
388.44336	37912
388.45209	37895
388.46085	37674
388.46957	37834
388.47833	37937
388.48706	38150
388.49582	37910
388.50455	38184
388.51331	38048
388.52203	38190
388.53079	38145
388.53952	38269
388.54828	37925
388.55701	37985
388.56577	38013
388.57449	38086
388.58325	38063
388.59198	38258
388.60074	38187
388.60947	38286
388.61823	38032
388.62695	38049
388.63571	38005
388.64444	37881
388.65317	38097
388.66193	38464
388.67065	38231
388.67941	37931
388.68814	38106
388.69687	38369
388.70563	38056
388.71436	38046
388.72311	38265
388.73184	38237
388.74057	37946
388.74933	38041
388.75806	38312
388.76678	38078
388.77554	38021
388.78427	37741
388.793	38102
388.80176	38036
388.81049	37888
388.81921	37926
388.82797	37794
388.8367	37723
388.84543	37704
388.85416	37400
388.86292	37709
388.87164	37415
388.88037	37500
388.88913	37571
388.89786	37571
388.90659	37585
388.91531	37369
388.92407	37585
388.9328	37605
388.94153	37393
388.95026	37666
388.95898	37792
388.96774	37769
388.97647	37883
388.9852	37842
388.99393	37794
389.00266	37897
389.01141	37730
389.02014	37896
389.02887	37869
389.0376	37808
389.04633	37754
389.05505	37912
389.06378	37630
389.07254	37626
389.08127	37655
389.09	37760
389.09872	37649
389.10745	37976
389.11618	38342
389.12491	38251
389.13364	38163
389.14236	37932
389.15112	38062
389.15985	38186
