Date and Time:                Mon Apr 25 12:43:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.12
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              397
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



388.1459	39136
388.15466	37963
388.16342	38361
388.17215	38555
388.18091	38515
388.18967	38793
388.19843	38387
388.20715	38581
388.21591	38543
388.22467	38548
388.2334	38636
388.24216	38682
388.25092	38457
388.25967	38656
388.2684	38547
388.27716	38542
388.28592	38301
388.29465	38568
388.30341	38739
388.31216	38553
388.32089	38468
388.32965	38444
388.33838	38459
388.34714	38498
388.3559	38068
388.36462	38030
388.37338	38166
388.38214	37751
388.39087	37761
388.39963	37934
388.40836	38059
388.41711	38065
388.42587	38221
388.4346	38397
388.44336	38055
388.45209	37975
388.46085	37840
388.46957	37984
388.47833	37978
388.48706	38188
388.49582	38021
388.50455	38234
388.51331	38118
388.52203	38234
388.53079	38298
388.53952	38354
388.54828	38081
388.55701	38098
388.56577	38136
388.57449	38171
388.58325	38246
388.59198	38457
388.60074	38292
388.60947	38384
388.61823	38222
388.62695	38158
388.63571	38172
388.64444	38018
388.65317	38237
388.66193	38594
388.67065	38386
388.67941	38120
388.68814	38293
388.69687	38467
388.70563	38179
388.71436	38124
388.72311	38311
388.73184	38366
388.74057	38117
388.74933	38182
388.75806	38404
388.76678	38203
388.77554	38083
388.78427	37988
388.793	38284
388.80176	38082
388.81049	38001
388.81921	38002
388.82797	37986
388.8367	37846
388.84543	37811
388.85416	37553
388.86292	37773
388.87164	37503
388.88037	37579
388.88913	37692
388.89786	37694
388.90659	37749
388.91531	37506
388.92407	37734
388.9328	37701
388.94153	37498
388.95026	37842
388.95898	37877
388.96774	37873
388.97647	37940
388.9852	37933
388.99393	37897
389.00266	37970
389.01141	37864
389.02014	38106
389.02887	37957
389.0376	37909
389.04633	37905
389.05505	37992
389.06378	37735
389.07254	37707
389.08127	37801
389.09	37919
389.09872	37845
389.10745	38118
389.11618	38432
389.12491	38356
389.13364	38258
389.14236	38036
389.15112	38071
389.15985	38302
