Date and Time:                Sun Jan 29 16:22:32.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	6773
288.53345	6390
288.55453	6397
288.57565	6347
288.59677	6342
288.61786	6421
288.63898	6382
288.6601	6304
288.68118	6255
288.7023	6215
288.72342	6253
288.74454	6171
288.76563	6126
288.78674	6156
288.80783	6165
288.82895	6146
288.85007	6182
288.87115	6160
288.89227	6227
288.91339	6199
288.93448	6213
288.9556	6219
288.97668	6235
288.9978	6214
289.01892	6252
289.04001	6269
289.06113	6269
289.08221	6283
289.10333	6304
289.12442	6348
289.14554	6412
289.16666	6472
289.18774	6485
289.20886	6500
289.22995	6538
289.25107	6547
289.27216	6582
289.29327	6635
289.31436	6659
289.33548	6683
289.35657	6691
289.37769	6739
289.39877	6711
289.41989	6687
289.44098	6727
289.46207	6807
289.48318	6822
289.50427	6837
289.52539	6809
289.54648	6774
289.5676	6794
289.58868	6787
289.60977	6832
289.63089	6821
289.65198	6822
289.6731	6765
289.69418	6704
289.71527	6713
289.73639	6694
289.75748	6666
289.77859	6667
289.79968	6622
289.82077	6603
289.84189	6539
289.86298	6502
289.88406	6409
289.90518	6349
289.92627	6314
289.94736	6191
289.96848	6096
289.98956	6018
290.01065	5937
290.03174	5888
290.05286	5829
290.07394	5831
290.09503	5745
290.11612	5725
290.13724	5654
290.15833	5623
290.17941	5536
290.2005	5519
290.22162	5503
290.24271	5510
290.26379	5443
290.28488	5433
290.30597	5391
290.32709	5389
290.34818	5344
290.36926	5262
290.39035	5238
290.41144	5200
290.43256	5183
290.45364	5151
290.47473	5099
290.49582	5096
290.51691	5083
290.53799	5066
290.55908	5022
290.5802	5071
290.60129	5094
290.62238	5106
290.64346	5059
290.66455	5056
290.68564	5079
290.70673	5075
290.72781	5131
290.7489	5160
290.76999	5237
290.79108	5231
290.81216	5231
290.83325	5241
290.85434	5240
290.87546	5228
290.89655	5305
290.91763	5364
290.93872	5365
290.95981	5339
