Date and Time:                Sun Jan 29 16:20:03.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	5883
288.53345	5525
288.55453	5443
288.57565	5454
288.59677	5446
288.61786	5457
288.63898	5427
288.6601	5385
288.68118	5333
288.7023	5266
288.72342	5234
288.74454	5195
288.76563	5101
288.78674	5088
288.80783	5112
288.82895	5103
288.85007	5080
288.87115	5047
288.89227	5095
288.91339	5056
288.93448	4999
288.9556	4969
288.97668	5024
288.9978	4996
289.01892	4957
289.04001	4961
289.06113	5012
289.08221	4945
289.10333	4965
289.12442	4986
289.14554	5016
289.16666	5063
289.18774	5038
289.20886	5058
289.22995	5105
289.25107	5089
289.27216	5116
289.29327	5201
289.31436	5204
289.33548	5261
289.35657	5186
289.37769	5251
289.39877	5220
289.41989	5229
289.44098	5302
289.46207	5381
289.48318	5421
289.50427	5390
289.52539	5405
289.54648	5436
289.5676	5430
289.58868	5431
289.60977	5510
289.63089	5542
289.65198	5559
289.6731	5525
289.69418	5585
289.71527	5586
289.73639	5540
289.75748	5588
289.77859	5638
289.79968	5618
289.82077	5569
289.84189	5555
289.86298	5558
289.88406	5528
289.90518	5459
289.92627	5437
289.94736	5391
289.96848	5308
289.98956	5200
290.01065	5240
290.03174	5218
290.05286	5144
290.07394	5083
290.09503	5114
290.11612	5049
290.13724	4964
290.15833	4932
290.17941	4933
290.2005	4899
290.22162	4858
290.24271	4859
290.26379	4842
290.28488	4787
290.30597	4737
290.32709	4712
290.34818	4678
290.36926	4612
290.39035	4531
290.41144	4540
290.43256	4510
290.45364	4456
290.47473	4386
290.49582	4368
290.51691	4329
290.53799	4257
290.55908	4262
290.5802	4303
290.60129	4294
290.62238	4265
290.64346	4229
290.66455	4227
290.68564	4190
290.70673	4177
290.72781	4217
290.7489	4233
290.76999	4221
290.79108	4227
290.81216	4236
290.83325	4210
290.85434	4170
290.87546	4175
290.89655	4166
290.91763	4216
290.93872	4184
290.95981	4198
