Date and Time:                Sun Jan 29 16:18:32.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         40
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	5866
288.53345	5530
288.55453	5460
288.57565	5420
288.59677	5469
288.61786	5459
288.63898	5408
288.6601	5400
288.68118	5321
288.7023	5294
288.72342	5220
288.74454	5164
288.76563	5117
288.78674	5103
288.80783	5067
288.82895	5117
288.85007	5053
288.87115	5069
288.89227	5079
288.91339	5065
288.93448	4989
288.9556	4998
288.97668	5027
288.9978	5020
289.01892	4949
289.04001	4984
289.06113	4998
289.08221	5004
289.10333	4976
289.12442	5008
289.14554	5043
289.16666	5037
289.18774	5052
289.20886	5069
289.22995	5116
289.25107	5087
289.27216	5132
289.29327	5162
289.31436	5218
289.33548	5257
289.35657	5219
289.37769	5267
289.39877	5246
289.41989	5215
289.44098	5276
289.46207	5387
289.48318	5405
289.50427	5369
289.52539	5428
289.54648	5430
289.5676	5444
289.58868	5444
289.60977	5527
289.63089	5561
289.65198	5551
289.6731	5520
289.69418	5570
289.71527	5577
289.73639	5549
289.75748	5571
289.77859	5642
289.79968	5603
289.82077	5579
289.84189	5576
289.86298	5575
289.88406	5530
289.90518	5462
289.92627	5429
289.94736	5413
289.96848	5304
289.98956	5274
290.01065	5266
290.03174	5232
290.05286	5154
290.07394	5119
290.09503	5103
290.11612	5038
290.13724	4987
290.15833	4957
290.17941	4973
290.2005	4887
290.22162	4896
290.24271	4861
290.26379	4874
290.28488	4800
290.30597	4748
290.32709	4708
290.34818	4654
290.36926	4609
290.39035	4538
290.41144	4580
290.43256	4490
290.45364	4427
290.47473	4385
290.49582	4400
290.51691	4328
290.53799	4297
290.55908	4260
290.5802	4340
290.60129	4294
290.62238	4260
290.64346	4224
290.66455	4235
290.68564	4223
290.70673	4181
290.72781	4234
290.7489	4249
290.76999	4244
290.79108	4240
290.81216	4244
290.83325	4206
290.85434	4148
290.87546	4139
290.89655	4229
290.91763	4235
290.93872	4196
290.95981	4199
