Date and Time:                Fri Sep 9 18:55:11.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              276
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



254.33386	3810
254.35513	3642
254.37642	3644
254.39769	3666
254.41898	3702
254.44025	3718
254.46153	3720
254.4828	3716
254.50407	3732
254.52536	3713
254.54663	3699
254.56792	3686
254.58919	3679
254.61046	3740
254.63174	3724
254.65302	3741
254.67429	3738
254.69557	3773
254.71684	3762
254.73811	3766
254.75938	3753
254.78067	3764
254.80194	3772
254.82321	3771
254.84448	3735
254.86575	3760
254.88704	3743
254.90831	3712
254.92958	3755
254.95085	3761
254.97212	3819
254.99339	3804
255.01468	3836
255.03595	3791
255.05722	3769
255.07849	3793
255.09976	3830
255.12103	3846
255.1423	3906
255.16357	3882
255.18484	3903
255.20612	3881
255.22739	3903
255.24866	3904
255.26993	3929
255.2912	3914
255.31247	3951
255.33374	3942
255.35501	3916
255.37628	3910
255.39755	3940
255.41882	3933
255.44008	3918
255.46135	3953
255.48262	3930
255.50389	3923
255.52516	3921
255.54643	3952
255.56769	3953
255.58896	3995
255.61023	4000
255.6315	4030
255.65277	4033
255.67403	4020
255.6953	4007
255.71657	4017
255.73784	4031
255.75909	4021
255.78036	4016
255.80164	4015
255.82289	4046
255.84416	4052
255.86543	3984
255.88669	3979
255.90796	4011
255.92921	4005
255.95049	3996
255.97176	4019
255.99301	3984
256.01428	4022
256.03555	3996
256.05679	4014
256.07806	4035
256.09933	4052
256.12061	4072
256.14185	4119
256.16312	4075
256.18439	4072
256.20566	4051
256.2269	4061
256.24817	4082
256.26944	4073
256.29068	4089
256.31195	4114
256.33322	4081
256.35449	4076
256.37573	4072
256.397	4111
256.41827	4143
256.43951	4111
256.46078	4183
256.48206	4142
256.5033	4163
256.52457	4154
256.54581	4199
256.56708	4188
256.58835	4176
256.60959	4236
256.63086	4236
256.65213	4257
256.67337	4307
256.69464	4291
256.71588	4299
256.73715	4274
256.75839	4299
256.77966	4295
256.80093	4310
