Date and Time:                Wed Oct 26 15:10:19.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         75
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	517
192.05646	496
192.078	492
192.09956	477
192.12112	489
192.14268	487
192.16425	469
192.18581	459
192.20735	441
192.22891	448
192.25047	454
192.27203	474
192.29358	455
192.31514	466
192.3367	463
192.35826	448
192.37981	465
192.40137	459
192.42293	491
192.44449	452
192.46603	465
192.48759	471
192.50916	494
192.5307	487
192.55226	470
192.57381	466
192.59537	463
192.61693	479
192.63847	472
192.66003	484
192.68159	464
192.70314	456
192.7247	464
192.74625	478
192.76781	488
192.78935	505
192.81091	501
192.83246	483
192.85402	475
192.87556	484
192.89713	467
192.91867	498
192.94023	483
192.96178	498
192.98334	501
193.00488	492
193.02643	476
193.04799	463
193.06953	488
193.09109	485
193.11264	495
193.13419	508
193.15575	505
193.17729	512
193.19884	509
193.2204	495
193.24194	490
193.26349	513
193.28505	490
193.30659	499
193.32814	503
193.34969	492
193.37125	536
193.39279	494
193.41434	499
193.43588	495
193.45744	492
193.47899	498
193.50053	524
193.52208	509
193.54362	501
193.56517	518
193.58673	520
193.60828	505
193.62982	516
193.65137	521
193.67291	503
193.69446	489
193.716	492
193.73755	505
193.75909	495
193.78064	505
193.80219	491
193.82375	504
193.84529	500
193.86684	494
193.88838	498
193.90993	508
193.93147	510
193.953	509
193.97455	500
193.99609	493
194.01764	508
194.03918	516
194.06073	506
194.08228	506
194.10382	518
194.12537	512
194.14691	513
194.16846	502
194.18999	510
194.21153	501
194.23308	510
194.25462	512
194.27617	501
194.29771	516
194.31924	506
194.34079	517
194.36234	543
194.38388	548
194.40541	502
194.42696	513
194.4485	513
194.47005	501
194.49158	495
194.51312	483
194.53467	472
194.5562	490
194.57774	480
194.59929	483
194.62082	484
194.64236	494
194.66391	482
194.68544	484
194.70699	495
194.72852	533
194.75006	504
194.77161	476
194.79314	488
194.81468	528
194.83621	510
194.85776	514
194.87929	481
194.90083	487
